taxonID,taxonRank,scientificName,Scientific Name Authorship,Nomenclatural Status,Preferred Common Name,establishmentMeans,Habitat,genus,family,order,class,phylum,kingdom,datasetName
NHMSYS0021616531,species,Myurella julacea,(Schwägr.) Schimp.,,Small Mouse-tail Moss,Native,terrestrial,Myurella,Plagiotheciaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0021601227,genus,Plenogemma,"Plášek, Sawicki & Ochyra",,,Native,terrestrial/freshwater,,Orthotrichaceae,Orthotrichales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0020978999,species,Crossidium squamiferum,(Viv.) Jur.,,,Native,,Crossidium,Pottiaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000309781,genus,Diphyscium,D.Mohr,,,Native,,,Diphysciaceae,Diphysciales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310519,genus,Pterogonium,Sw.,,,Native,,,Leucodontaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310651,family,Sphagnaceae,Dumort.,,,Native,,,,Sphagnales,Sphagnopsida,Bryophyta,Plantae,UKSI
NBNSYS0000036678,species,Philonotis rigida,Brid.,,Rigid Apple-moss,Native,freshwater,Philonotis,Bartramiaceae,Bartramiales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0021177844,species,Scleropodium touretii,(Brid.) L.F.Koch,,Glass-wort Feather-moss,Native,,Scleropodium,Brachytheciaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0021595342,species,Bryum concinnatum,Spruce,,,Native,terrestrial,Bryum,Bryaceae,Bryales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000309970,species,Grimmia elongata,Kaulf.,,Brown Grimmia,Native,,Grimmia,Grimmiaceae,Grimmiales,Bryopsida,Bryophyta,Plantae,UKSI
NBNSYS0000036326,species,Aloina brevirostris,(Hook. & Grev.) Kindb.,,Short-beaked Aloe-moss,Native,,Aloina,Pottiaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0021593227,species,Stereodon hamulosus,(Schimp.) Lindb.,,Hook-leaved Plait-moss,Native,terrestrial,Stereodon,Stereodontaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310521,species,Pterygoneurum ovatum,(Hedw.) Dixon,,Oval-leaved Pottia,Native,,Pterygoneurum,Pottiaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310526,genus,Ptilium,De Not.,,,Native,marine/terrestrial,,Pylaisiaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0021600417,species aggregate,Sphagnum capillifolium,(Ehrh.) Hedw.,s.l.,Acute-leaved Bog-moss,Native,terrestrial/freshwater,Sphagnum,Sphagnaceae,Sphagnales,Sphagnopsida,Bryophyta,Plantae,UKSI
NHMSYS0021595332,species,Microeurhynchium pumilum,(Wilson) Ignatov & Vanderpoorten,,Dwarf Feather-moss,Native,terrestrial/freshwater,Microeurhynchium,Brachytheciaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310157,genus,Leptobryum,Wilson,,,Native,,,Meesiaceae,Splachnales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310580,species,Zygodon gracilis,Wilson,,Slender Yoke-moss,Native,,Zygodon,Orthotrichaceae,Orthotrichales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0021595357,species,Bryum zieri,Hedw.,,Zierian Hump-moss,Native,terrestrial,Bryum,Bryaceae,Bryales,Bryopsida,Bryophyta,Plantae,UKSI
NBNSYS0000036639,species,Bryum rubens,Mitt.,,Crimson-tuber Thread-moss,Native,terrestrial,Bryum,Bryaceae,Bryales,Bryopsida,Bryophyta,Plantae,UKSI
NBNSYS0000156307,species,Sarmentypnum sarmentosum,(Wahlenb.) Tuom. & T.J.Kop.,,Twiggy Spear-moss,Native,freshwater,Sarmentypnum,Calliergonaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0021232443,species,Ulota crispa s.str.,(Hedw.) Brid.,,,Native,terrestrial,Ulota,Orthotrichaceae,Orthotrichales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0021195191,species,Campylium stellatum,(Hedw.) Lange & C.E.O.Jensen,s.str.,,Native,freshwater,Campylium,Amblystegiaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000309333,species,Andreaea megistospora,B.M.Murray,,Big-spored Rock-moss,Native,,Andreaea,Andreaeaceae,Andreaeales,Andreaeopsida,Bryophyta,Plantae,UKSI
NBNSYS0000036618,species,Bryum gemmiparum,De Not.,,Welsh Thread-moss,Native,,Bryum,Bryaceae,Bryales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000309627,genus,Cinclidium,Sw.,,,Native,,,Mniaceae,Bryales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0020930323,genus,Oxyrrhynchium,(Schimp.) Warnst.,,,Native,freshwater,,Brachytheciaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0021600272,variety,Streblotrichum convolutum var. commutatum,(Jur.) J.J.Amann,,,Native,terrestrial,Streblotrichum,Pottiaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000842049,genus,Bryopsida,,,,Native,,,,,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000309804,genus,Drepanocladus,(Muell.Hal.) Roth,,,Native,freshwater,,Amblystegiaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NBNSYS0000036491,species,Racomitrium aciculare,(Hedw.) Brid.,,Yellow Fringe-moss,Native,freshwater,Racomitrium,Grimmiaceae,Grimmiales,Bryopsida,Bryophyta,Plantae,UKSI
NBNSYS0000146096,species,Didymodon nicholsonii,Culm.,,Nicholson's Beard-moss,Native,freshwater,Didymodon,Pottiaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310615,genus,Scorpidium,(Schimp.) Limpr.,,,Native,freshwater,,Calliergonaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310282,species,Philonotis tomentella,Molendo,,Woolly Apple-moss,Native,freshwater,Philonotis,Bartramiaceae,Bartramiales,Bryopsida,Bryophyta,Plantae,UKSI
NBNSYS0100005439,species,Schistidium platyphyllum,(Mitt.) H.Perss.,,Broadleaf Grimmia,Native,freshwater,Schistidium,Grimmiaceae,Grimmiales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000309380,species,Arctoa fulvella,"(Dicks.) Bruch, Schimp. & W.Guembel",,Arctic Fork-moss,Native,,Arctoa,Rhabdoweisiaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310833,variety,Weissia controversa var. controversa,Hedw.,,,Native,,Weissia,Pottiaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NBNSYS0100005857,species,Tortula viridifolia,(Mitt.) Blockeel & A.J.E.Sm.,,Bristly Pottia,Native,,Tortula,Pottiaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NBNSYS0000036828,species,Sanionia orthothecioides,(Lindb.) Loeske,,St Kilda Hook-moss,Native,,Sanionia,Scorpidiaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0020695923,species aggregate,Weissia agg.,,,,Native,,Weissia,Pottiaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310557,species,Rhabdoweisia crenulata,(Mitt.) H.Jameson,,Greater Streak-moss,Native,freshwater,Rhabdoweisia,Rhabdoweisiaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310231,family,Neckeraceae,Schimp.,,,Native,,,,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000309325,species,Amphidium mougeotii,(Bruch & Schimp.) Schimp.,,Mougeot's Yoke-moss,Native,,Amphidium,Amphidiaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310351,genus,Pleurozium,Mitt.,,,Native,,,Hylocomiaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0021595822,subspecies,Fontinalis antipyretica subsp. gracilis,(Lindb.) Kindb.,,Lesser Water-moss,Native,freshwater,Fontinalis,Fontinalaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000066483,order,Orthotrichales,,,,Native,terrestrial,,,,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0021601157,family,Distichiaceae,Schimp.,,,Native,terrestrial,,,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NBNSYS0000036398,species,Anoectangium aestivum,(Hedw.) Mitt.,,Summer-moss,Native,,Anoectangium,Pottiaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310721,species,Syntrichia papillosa,(Wilson) Jur.,,Marble Screw-moss,Native,,Syntrichia,Pottiaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310765,genus,Tortella,(Lindb.) Limpr.,,,Native,,,Pottiaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NBNSYS0000036845,species,Calliergon giganteum,(Schimp.) Kindb.,,Giant Spear-moss,Native,freshwater,Calliergon,Calliergonaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310769,species,Tortella fragilis,(Drumm.) Limpr.,,Brittle Crisp-moss,Native,,Tortella,Pottiaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310087,species,Hypnum jutlandicum,Holmen & E.Warncke,,Heath Plait-moss,Native,freshwater,Hypnum,Hypnaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NBNSYS0000101499,variety,Fissidens bryoides var. caespitans,Schimp.,,Curnow's Pocket-moss,Native,freshwater,Fissidens,Fissidentaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000309467,species,Bryoerythrophyllum caledonicum,D.G.Long,,Scottish Beard-moss,Native,,Bryoerythrophyllum,Pottiaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000309473,variety,Bryum algovicum var. rutheanum,Sendtn. ex Muell.Hal.,,,Native,,Bryum,Bryaceae,Bryales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310918,species aggregate,Sphagnum recurvum,,sensu lato,,Native,,Sphagnum,Sphagnaceae,Sphagnales,Sphagnopsida,Bryophyta,Plantae,UKSI
NBNSYS0000036581,species,Bryum calophyllum,R.Br.,,Blunt Bryum,Native,freshwater,Bryum,Bryaceae,Bryales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000309476,species,Bryum arcticum,"(R.Br.) Bruch, Schimp. & W.Guembel",,Arctic Thread-moss,Native,,Bryum,Bryaceae,Bryales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310916,species aggregate,Sphagnum denticulatum,,sensu lato,,Native,freshwater,Sphagnum,Sphagnaceae,Sphagnales,Sphagnopsida,Bryophyta,Plantae,UKSI
NHMSYS0021601212,genus,Codonoblepharon,Schwägr.,,,Native,terrestrial,,Orthotrichaceae,Orthotrichales,Bryopsida,Bryophyta,Plantae,UKSI
NBNSYS0000036413,species,Weissia rostellata,(Brid.) Lindb.,,Beaked Beardless-moss,Native,freshwater,Weissia,Pottiaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000309732,family,Daltoniaceae,Schimp.,,,Native,,,,Hookeriales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310921,species aggregate,Syntrichia ruralis,(Hedw.) F. Weber and D.Mohr,sensu lato,,Native,,Syntrichia,Pottiaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NBNSYS0000036440,species,Leptodontium gemmascens,(Mitt. ex Hunt) Braithw.,,Thatch-moss,Native,,Leptodontium,Pottiaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000309331,genus,Andreaea,Hedw.,,,Native,freshwater,,Andreaeaceae,Andreaeales,Andreaeopsida,Bryophyta,Plantae,UKSI
NHMSYS0000309563,species,Campylophyllum halleri,(Hedw.) M.Fleisch.,,Haller's Feather-moss,Native,,Campylophyllum,Amblystegiaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310534,genus,Racomitrium,Brid.,,,Native,freshwater,,Grimmiaceae,Grimmiales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000309487,species,Bryum cyclophyllum,(Schwaegr.) Bruch & Schimp.,,Round-leaved Bryum,Native,freshwater,Bryum,Bryaceae,Bryales,Bryopsida,Bryophyta,Plantae,UKSI
NBNSYS0100005855,species,Tortula protobryoides,R.H.Zander,,Tall Pottia,Native,,Tortula,Pottiaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000309514,species,Bryum salinum,I.Hagen ex Limpr.,,Saltmarsh Thread-moss,Native,,Bryum,Bryaceae,Bryales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0021195421,species,Oxyrrhynchium schleicheri,(R.Hedw.) Röll,,Twist-tip Feather-moss,Native,,Oxyrrhynchium,Brachytheciaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310834,variety,Weissia controversa var. densifolia,"(Bruch, Schimp. & W.Guembel) Wilson",,,Native,,Weissia,Pottiaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310039,genus,Herzogiella,Broth.,,,Native,,,Plagiotheciaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310179,species,Leucodon sciuroides,Schwaegr.,,Squirrel-tail Moss,Native,,Leucodon,Leucodontaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310030,species,Hennediella macrophylla,(R.Br.ter.) Paris,,Short Pottia,Native,freshwater,Hennediella,Pottiaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0021232449,species,Ulota intermedia,Schimp.,,,Native,terrestrial,Ulota,Orthotrichaceae,Orthotrichales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000309724,species,Cyclodictyon laetevirens,(Hook. & Taylor) Mitt.,,Bright-green Cave-moss,Native,freshwater,Cyclodictyon,Pilotrichaceae,Hookeriales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0020706175,variety,Zygodon conoideus var. conoideus,(Dicks.) Hook. & Tayl.,,,Native,,Zygodon,Orthotrichaceae,Orthotrichales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0020695899,species,Sciuro-hypnum plumosum,(Hedw.) Ignatov & Huttunen,,Rusty Feather-moss,Native,freshwater,Sciuro-hypnum,Brachytheciaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NBNSYS0000036483,species,Grimmia trichophylla,Grev.,,Hair-pointed Grimmia,Native,,Grimmia,Grimmiaceae,Grimmiales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000309726,species,Cynodontium bruntonii,"(Sm.) Bruch, Schimp. & W.Guembel",,Brunton's Dog-tooth,Native,,Cynodontium,Rhabdoweisiaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0021595347,species,Bryum demissum,Hook.,,Alpine Hump-moss,Native,terrestrial,Bryum,Bryaceae,Bryales,Bryopsida,Bryophyta,Plantae,UKSI
NBNSYS0000036284,species,Fissidens taxifolius,Hedw.,,Common Pocket-moss,Native,freshwater,Fissidens,Fissidentaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0021239508,species,Tortella fasciculata,(Culm.) Culm.,,,Native,terrestrial,Tortella,Pottiaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NBNSYS0100005684,species,Syntrichia ruraliformis,(Besch.) Cardot,,Sand-hill Screw-moss,Native,,Syntrichia,Pottiaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310257,species,Orthotrichum rivulare,Turner,,River Bristle-moss,Native,freshwater,Orthotrichum,Orthotrichaceae,Orthotrichales,Bryopsida,Bryophyta,Plantae,UKSI
NBNSYS0000159880,family,Ditrichaceae,,,,Native,,,,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0020959463,order,Timmiales,,,,Native,,,,,Bryopsida,Bryophyta,Plantae,UKSI
NBNSYS0000154158,species,Plasteurhynchium striatulum,(Spruce) M.Fleisch.,,Lesser Striated Feather-moss,Native,,Plasteurhynchium,Brachytheciaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NBNSYS0000036572,species,Epipterygium tozeri,(Grev.) Lindb.,,Tozer's Thread-moss,Native,freshwater,Epipterygium,Mniaceae,Bryales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0020695905,species,Sciuro-hypnum populeum,(Hedw.) Ignatov & Huttunen,,Matted Feather-moss,Native,,Sciuro-hypnum,Brachytheciaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000309462,genus,Breutelia,Schimp.,,,Native,,,Bartramiaceae,Bartramiales,Bryopsida,Bryophyta,Plantae,UKSI
NBNSYS0000036263,species,Paraleucobryum longifolium,(Hedw.) Loeske,,Long-leaved Fork-moss,Native,,Paraleucobryum,Dicranaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000309525,species,Buxbaumia viridis,(Moug. ex Lam. & DC.) Brid. ex Moug. & Nestl.,,Green Shield-moss,Native,,Buxbaumia,Buxbaumiaceae,Buxbaumiales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0021593132,genus,Campylophyllopsis,W.R.Buck,,,Native,terrestrial,,Amblystegiaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NBNSYS0000036272,species,Fissidens incurvus,Starke ex Roehl.,,Short-leaved Pocket-moss,Native,freshwater,Fissidens,Fissidentaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000309324,genus,Amphidium,Schimp.,,,Native,,,Amphidiaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000309474,species,Bryum alpinum,With.,,Alpine Thread-moss,Native,freshwater,Bryum,Bryaceae,Bryales,Bryopsida,Bryophyta,Plantae,UKSI
NBNSYS0000173038,class,Bryopsida,,,Mosses,Native,terrestrial,,,,,Bryophyta,Plantae,UKSI
NHMSYS0021571793,species,Roaldia revoluta,(Mitt.) P.E.A.S.Câmara & Carv.-Silva,,Revolute Plait-moss,Native,terrestrial,Roaldia,Pylaisiaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0021601257,species,Lewinskya shawii,"(Wilson) F.Lara, Garilleti & Goffinet",,,Native,terrestrial,,Orthotrichaceae,Orthotrichales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0021597867,species,Hymenoloma crispulum,(Hedw.) Ochyra,,Mountain Pincushion,Native,terrestrial,Hymenoloma,Hymenolomataceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000309340,variety,Andreaea rupestris var. rupestris,Hedw.,,,Native,,Andreaea,Andreaeaceae,Andreaeales,Andreaeopsida,Bryophyta,Plantae,UKSI
NHMSYS0021239514,species,Tortella pseudofragilis,(Thér.) Köckinger & Hedenäs,,,Native,terrestrial,Tortella,Pottiaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0021595807,species,Flexitrichum flexicaule,(Schwägr.) Ignatov & Fedosov,,Bendy Ditrichum,Native,terrestrial,Flexitrichum,Flexitrichaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0021008423,genus,Pseudocalliergon,(Limpr.) Loeske,,,Native,,,Amblystegiaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NBNSYS0000036439,species,Leptodontium flexifolium,(Dicks.) Hampe,,Bent-leaved Beard-moss,Native,,Leptodontium,Pottiaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NBNSYS0000036772,species,Pterigynandrum filiforme,Hedw.,,Capillary Wing-moss,Native,freshwater,Pterigynandrum,Pterigynandraceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000309516,species,Bryum schleicheri,Lam. & DC.,,Schleicher's Thread-moss,Native,freshwater,Bryum,Bryaceae,Bryales,Bryopsida,Bryophyta,Plantae,UKSI
NBNSYS0000022280,species,Rhytidiadelphus squarrosus,(Hedw.) Warnst.,,Springy Turf-moss,Native,freshwater,Rhytidiadelphus,Hylocomiaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NBNSYS0000036493,species,Racomitrium fasciculare,(Hedw.) Brid.,,Green Mountain Fringe-moss,Native,freshwater,Racomitrium,Grimmiaceae,Grimmiales,Bryopsida,Bryophyta,Plantae,UKSI
NBNSYS0000036280,species,Fissidens exilis,Hedw.,,Slender Pocket-moss,Native,freshwater,Fissidens,Fissidentaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NBNSYS0000036603,species,Bryum elegans,Nees ex Brid.,,Stirton's Thread-moss,Native,,Bryum,Bryaceae,Bryales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310377,species,Pohlia obtusifolia,(Brid.) L.F.Koch,,Blunt-leaved Thread-moss,Native,freshwater,Pohlia,Mniaceae,Bryales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310493,family,Pottiaceae,Schimp.,,,Native,terrestrial,,,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310779,species,Tortula freibergii,Dixon & Loeske,,Freiberg's Screw-moss,Native,,Tortula,Pottiaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0021236436,species,Ulota crispa,(Hedw.) Brid.,sensu Smith (2004),Crisped Pincushion,Native,,Ulota,Orthotrichaceae,Orthotrichales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000309790,species,Distichium capillaceum,"(Hedw.) Bruch, Schimp. & W.Guembel",,Fine Distichium,Native,,Distichium,Distichiaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0021618722,species,Pohlia lescuriana,(Sull.) Ochi,,Pretty Nodding-moss,Native,terrestrial/freshwater,Pohlia,Mniaceae,Bryales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0021600197,species aggregate,Acaulon muticum,(Hedw.) Müll.Hal.,s.l.,,Native,terrestrial,Acaulon,Pottiaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NBNSYS0000036095,species,Sphagnum cuspidatum,Ehrh. ex Hoffm.,,Feathery Bog-moss,Native,freshwater,Sphagnum,Sphagnaceae,Sphagnales,Sphagnopsida,Bryophyta,Plantae,UKSI
NHMSYS0021593197,species,Platyhypnum duriusculum,(De Not.) Ochyra,,Broad-leaved Brook-moss,Native,freshwater,Platyhypnum,Amblystegiaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NBNSYS0100004737,species,Plagiopus oederianus,(Sw.) H.A.Crum & L.E.Anderson,,Oeder's Apple-moss,Native,,Plagiopus,Bartramiaceae,Bartramiales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310276,genus,Philonotis,Brid.,,,Native,freshwater,,Bartramiaceae,Bartramiales,Bryopsida,Bryophyta,Plantae,UKSI
NBNSYS0000036761,species,Habrodon perpusillus,(De Not.) Lindb.,,Lesser Squirrel-tail Moss,Native,,Habrodon,Habrodontaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0021593207,species,Platyhypnum smithii,(Sw.) Ochyra,,Arctic Brook-moss,Native,freshwater,Platyhypnum,Amblystegiaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NBNSYS0100003437,species,Hennediella heimii,(Hedw.) R.H.Zander,,Heim's Pottia,Native,,Hennediella,Pottiaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000309833,species,Ephemerum recurvifolium,(Dicks) Boulay,,Strap-leaved Earth-moss,Native,,Ephemerum,Pottiaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0021600167,species aggregate,Atrichum undulatum,(Hedw.) P.Beauv.,s.l.,,Native,terrestrial/freshwater,Atrichum,Polytrichaceae,Polytrichales,Polytrichopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310280,species,Philonotis cernua,(Wilson) D.G.Griffin & W.R.Buck,,Swan-necked Apple-moss,Native,,Philonotis,Bartramiaceae,Bartramiales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000309568,species,Campylopus flexuosus,(Hedw.) Brid.,,Rusty Swan-neck Moss,Native,freshwater,Campylopus,Leucobryaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310441,species,Rhytidiadelphus subpinnatus,(Lindb.) T.J.Kop.,,Scarce Turf-moss,Native,freshwater,Rhytidiadelphus,Hylocomiaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310611,species,Scleropodium cespitans,(Muell.Hal.) L.F.Koch,,Tufted Feather-moss,Native,freshwater,Scleropodium,Brachytheciaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310741,species,Tetraplodon angustatus,(Hedw.) Bruch & Schimp.,,Narrow Cruet-moss,Native,,Tetraplodon,Splachnaceae,Splachnales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310594,species,Schistidium apocarpum,(Hedw.) Bruch & Schimp.,,Sessile Grimmia,Native,freshwater,Schistidium,Grimmiaceae,Grimmiales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0020695869,variety,Hypnum cupressiforme var. resupinatum,(Taylor) Schimp.,,Supine Plait-moss,Native,,Hypnum,Hypnaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0021571763,genus,Roaldia,P.E.A.S.Câmara & Carv.-Silva,,,Native,terrestrial,,Pylaisiaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310600,variety,Schistidium frigidum var. frigidum,H.H.Blom,,,Native,,Schistidium,Grimmiaceae,Grimmiales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0021194614,species,Dendrocryphaea lamyana,(Mont.) P.Rao,,Multi-fruited Cryphaea,Native,freshwater,Dendrocryphaea,Cryphaeaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0021616456,species,Homalothecium sericeum,(Hedw.) Schimp.,,Silky Wall Feather-moss,Native,terrestrial,Homalothecium,Brachytheciaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0021616581,species,Thuidium delicatulum,(Hedw.) Schimp.,,Delicate Tamarisk-moss,Native,terrestrial/freshwater,Thuidium,Thuidiaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000309757,genus,Dicranum,Hedw.,,,Native,terrestrial/freshwater,,Dicranaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310247,genus,Orthothecium,"Bruch, Schimp. & W.Guembel",,,Native,,,Plagiotheciaceae,Hypnales,Bryopsida,Bryophyta,Plantae,UKSI
NHMSYS0000310760,genus,Timmia,Hedw.,,,Native,,,Timmiaceae,Timmiales,Bryopsida,Bryophyta,Plantae,UKSI
NBNSYS0000036436,species,Tortella inflexa,(Bruch) Broth.,,Sassari Crisp-moss,Native,,Tortella,Pottiaceae,Dicranales,Bryopsida,Bryophyta,Plantae,UKSI
