taxonID,taxonRank,scientificName,Scientific Name Authorship,Nomenclatural Status,Preferred Common Name,establishmentMeans,Habitat,genus,family,order,class,phylum,kingdom,datasetName
NHMSYS0021239385,genus,Tricholepidozia,(R.M.Schust.) E.D.Cooper,,,Non-native,terrestrial,,Lepidoziaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310646,genus,Southbya,Spruce,,,Native,,,Southbyaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310209,species,Moerckia blyttii,(Moerch) Brockm.,,Alpine Ruffwort,Native,,Moerckia,Moerckiaceae,Pallaviciniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310302,species,Plagiochila punctata,Taylor,,Spotty Featherwort,Native,freshwater,Plagiochila,Plagiochilaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021164701,species,Telaranea europaea,Engel & G.L.S.Merr.,,Irish Threadwort,Native,,Telaranea,Lepidoziaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021595367,species,Odontoschisma fluitans,(Nees) L. Söderstr. & Váňa,,Bog Notchwort,Native,terrestrial/freshwater,Odontoschisma,Cephaloziaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310018,genus,Harpanthus,Nees,,,Native,freshwater,,Harpanthaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000036059,species,Riccia beyrichiana,Hampe ex Lehm.,,Purple Crystalwort,Native,freshwater,Riccia,Ricciaceae,Marchantiales,Marchantiopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309596,species,Cephalozia pleniceps,(Austin) Lindb.,,Blunt Pincerwort,Native,freshwater,Cephalozia,Cephaloziaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310547,species,Radula aquilegia,"(Hook.f. & Taylor) Gottsche, Lindenb. & Nees",,Brown Scalewort,Native,freshwater,Radula,Radulaceae,Porellales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310059,genus,Hygrobiella,Spruce,,,Native,,,Hygrobiellaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0020959422,order,Fossombroniales,,,,Native,,,,,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035971,species,Pleurozia purpurea,Lindb.,,Purple Spoonwort,Native,freshwater,Pleurozia,Pleuroziaceae,Pleuroziales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310112,genus,Jungermannia,L.,,,Native,terrestrial/freshwater,,Jungermanniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309999,species,Gymnomitrion crenulatum,Gottsche ex Carrington,,Western Frostwort,Native,,Gymnomitrion,Gymnomitriaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310139,genus,Lejeunea,Lib.,,,Native,freshwater,,Lejeuneaceae,Porellales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310857,species aggregate,Calypogeia neesiana,,sensu lato,,Native,,Calypogeia,Calypogeiaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310802,genus,Trichocolea,Dumort.,,,Native,,,Trichocoleaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309894,species,Fossombronia maritima,(Paton) Paton,,Sea Frillwort,Native,,Fossombronia,Fossombroniaceae,Fossombroniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310893,species aggregate,Plagiochila asplenioides,,sensu lato,,Native,freshwater,Plagiochila,Plagiochilaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310232,genus,Nowellia,Mitt.,,,Native,,,Cephaloziaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000036024,species,Pallavicinia lyellii,(Hook.) Carruth.,,Ribbonwort,Native,,Pallavicinia,Pallaviciniaceae,Pallaviciniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309699,genus,Conocephalum,Hill,,,Native,freshwater,,Conocephalaceae,Marchantiales,Marchantiopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310464,species,Scapania calcicola,(Arnell & J.Perss.) Ingham,,Calcicolous Earwort,Native,,Scapania,Scapaniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035978,species,Ptilidium ciliare,(L.) Hampe,,Ciliated Fringewort,Native,freshwater,Ptilidium,Ptilidiaceae,Ptilidiales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000066243,order,Jungermanniales,,,,Native,terrestrial,,,,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021597297,family,Saccogynaceae,,,,Native,terrestrial/freshwater,,,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310546,genus,Radula,Dumort.,,,Native,freshwater,,Radulaceae,Porellales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021593242,species,Gymnocolea inflata,(Huds.) Dumort.,,,Native,terrestrial/freshwater,Gymnocolea,Anastrophyllaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309947,class,Marchantiopsida,,,Liverwort,Native,,,,,,Marchantiophyta,Plantae,UKSI
NHMSYS0020959420,order,Blasiales,,,,Native,,,,,Marchantiopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310109,genus,Jubula,Dumort.,,,Native,,,Jubulaceae,Porellales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021593247,subspecies,Gymnocolea inflata subsp. acutiloba,(Schiffn.) R.M.Schust. ex L.Söderstr. & Váňa,,Welsh Notchwort,Native,terrestrial,Gymnocolea,Anastrophyllaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309437,genus,Blepharostoma,Dumort.,,,Native,,,Blepharostomataceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309658,genus,Lophocolea,(Dumort.) Dumort.,,,Native,freshwater,,Lophocoleaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310164,genus,Leptoscyphus,Mitt.,,,Native,,,Lophocoleaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000037057,species,Metzgeria pubescens,(Schrank) Raddi,,Downy Veilwort,Native,,Metzgeria,Metzgeriaceae,Metzgeriales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021593102,genus,Syzygiella,Spruce,,,Native,terrestrial,,Adelanthaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309936,species,Lunularia cruciata,(L.) Dumort. ex Lindb.,,Crescent-cup Liverwort,Native,freshwater,Lunularia,Lunulariaceae,Lunulariales,Marchantiopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021597922,species,Mesoptychia fitzgeraldiae,(Paton & A.R.Perry) L. Söderstr. & Váňa,,Fitzgerald's Notchwort,Native,terrestrial/freshwater,Mesoptychia,Jungermanniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310447,species,Riccia cavernosa,Hoffm.,,Cavernous Crystalwort,Native,freshwater,Riccia,Ricciaceae,Marchantiales,Marchantiopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309802,genus,Douinia,(C.E.O.Jensen) H.Buch,,,Native,,,Scapaniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309381,family,Arnelliaceae,Nakai,,,Native,,,,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000036039,species,Metzgeria conjugata,Lindb.,,Rock Veilwort,Native,,Metzgeria,Metzgeriaceae,Metzgeriales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310452,species,Riccia subbifurca,Croz.,,Least Crystalwort,Native,freshwater,Riccia,Ricciaceae,Marchantiales,Marchantiopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309358,species,Anthelia julacea,(L.) Dumort.,,Alpine Silverwort,Native,freshwater,Anthelia,Antheliaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310443,genus,Riccardia,Gray,,,Native,freshwater,,Aneuraceae,Metzgeriales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310552,family,Radulaceae,(Dum.) Müll.Frib.,,,Native,,,,Porellales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035958,species,Pedinophyllum interruptum,(Nees) Kaal.,,Craven Featherwort,Native,,Pedinophyllum,Plagiochilaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021616621,species,Mesoptychia turbinata,(Raddi) L.Söderstr. & Váňa,,Top Notchwort,Native,terrestrial,Mesoptychia,Jungermanniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310113,species,Jungermannia atrovirens,Dumort.,,Dark-green Flapwort,Native,freshwater,Jungermannia,Jungermanniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035870,species,Tritomaria exsecta,(Schrad.) Loeske,,Cut Notchwort,Native,,Tritomaria,Scapaniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309996,genus,Gymnomitrion,Corda,,,Native,,,Gymnomitriaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021597832,species,Herbertus hutchinsiae,(Gottsche & Rabenh.) A.Evans,,Juniper Prongwort,Native,terrestrial,Herbertus,Herbertaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0020959425,class,Jungermanniopsida,,,,Native,terrestrial,,,,,Marchantiophyta,Plantae,UKSI
NHMSYS0021597887,genus,Mesoptychia,(Lindb.) A.Evans,,,Native,terrestrial/freshwater,,Jungermanniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021601097,genus,Heterogemma,(Jørg.) Konstant. & Vilnet,,,Native,terrestrial,,Scapaniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000156895,species,Solenostoma sphaerocarpum,(Hook.) Steph.,,Round-fruited Flapwort,Native,freshwater,Solenostoma,Solenostomataceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309906,variety,Frullania microphylla var. microphylla,(Gottsche) Pearson,,,Native,,Frullania,Frullaniaceae,Porellales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021595377,species,Protolophozia,(R.M.Schust.) Schljakov,,,Native,terrestrial,,Cephaloziellaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309677,species,Marsupella sparsifolia,(Lindb.) Dumort.,,Rounded Rustwort,Native,freshwater,Marsupella,Gymnomitriaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021195203,species,Cephalozia crassifolia,Lindenb. & Gottsche,,Irish Pincerwort,Native,,Cephalozia,Cephaloziaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310189,genus,Microlejeunea,Steph.,,,Native,,,Lejeuneaceae,Porellales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021194578,species,Aneura mirabilis,(Malmb.) Wickett & Goffinet,,Ghostwort,Native,,Aneura,Aneuraceae,Metzgeriales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310706,species,Sphenolobopsis pearsonii,(Spruce) R.M.Schust.,,Horsehair Threadwort,Native,freshwater,Sphenolobopsis,Anastrophyllaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000156889,species,Solenostoma obovatum,(Nees) Mass.,,Egg Flapwort,Native,freshwater,Solenostoma,Solenostomataceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035915,species,Gymnomitrion corallioides,Nees,,Coral Frostwort,Native,,Gymnomitrion,Gymnomitriaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0020959433,order,Pelliales,,,,Native,,,,,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021595402,genus,Clevea,Lindb.,,,Native,terrestrial,,Cleveaceae,Marchantiales,Marchantiopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309599,species,Cephaloziella calyculata,(Durieu & Mont.) Muell.Frib.,,Entire Threadwort,Native,,Cephaloziella,Cephaloziellaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309905,species,Frullania microphylla,(Gottsche) Pearson,,Lesser Scalewort,Native,,Frullania,Frullaniaceae,Porellales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000156885,species,Solenostoma gracillimum,(Sm.) Schust.,,Crenulated Flapwort,Native,freshwater,Solenostoma,Solenostomataceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309678,species,Marsupella sphacelata,(Gieseke ex Lindenb.) Dumort.,,Speckled Rustwort,Native,freshwater,Marsupella,Gymnomitriaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021592297,genus,Isopaches,H.Buch,,,Native,terrestrial/freshwater,,Anastrophyllaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035784,species,Calypogeia integristipula,Steph.,,Meylan's Pouchwort,Native,,Calypogeia,Calypogeiaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310236,species,Odontoschisma denudatum,(Mart.) Dumort.,,Matchstick Flapwort,Native,freshwater,Odontoschisma,Cephaloziaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309939,genus,Marchantia,L.,,,Native,freshwater,,Marchantiaceae,Marchantiales,Marchantiopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310410,family,Pallaviciniaceae,Migula,,,Native,,,,Pallaviciniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035817,species,Cephaloziella baumgartneri,Schiffn.,,Chalk Threadwort,Native,,Cephaloziella,Cephaloziellaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021195320,species,Lejeunea eckloniana,Lindenb.,,Holt's Pouncewort,Native,,Lejeunea,Lejeuneaceae,Porellales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309694,genus,Colura,(Dumort.) Dumort.,,,Native,,,Lejeuneaceae,Porellales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035929,species,Scapania praetervisa,Meyl.,,Ciliate Earwort,Native,freshwater,Scapania,Scapaniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021601092,family,Solenostomataceae,Stotler & Crand.-Stotl.,,,Native,terrestrial/freshwater,,,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310444,species,Riccardia multifida,(L.) Gray,,Delicate Germanderwort,Native,freshwater,Riccardia,Aneuraceae,Metzgeriales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000036031,species,Riccardia chamedryfolia,(With.) Grolle,,Jagged Germanderwort,Native,freshwater,Riccardia,Aneuraceae,Metzgeriales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021597872,species aggregate,Mesoptychia rutheana,(Limpr.) L. Söderstr. & Váňa,s.l.,Norfolk Flapwort,Native,terrestrial/freshwater,Mesoptychia,Jungermanniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000152898,species,Orthocaulis floerkei,(Web. & Mohr) Buch,,Common Pawwort,Native,,Orthocaulis,Anastrophyllaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309360,family,Antheliaceae,Schust.,,,Native,,,,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021597912,species,Mesoptychia bantriensis,(Hook.) L. Söderstr. & Váňa,,Bantry Notchwort,Native,terrestrial/freshwater,Mesoptychia,Jungermanniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309689,genus,Cololejeunea,(Spruce) Schiffn.,,,Native,,,Lejeuneaceae,Porellales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309673,species,Lophozia excisa,(Dicks.) Dumort.,,Capitate Notchwort,Native,,Lophozia,Scapaniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000157096,species,Sphenolobus saxicola,(Schrad.) Steph.,,Curled Notchwort,Native,,Sphenolobus,Anastrophyllaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021618757,species,Schistochilopsis opacifolia,(Culm. ex Meyl.) Konstant.,,Alpine Jagged Notchwort,Native,terrestrial/freshwater,Schistochilopsis,Scapaniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309536,species,Calypogeia muelleriana,(Schiffn.) Muell.Frib.,,Mueller's Pouchwort,Native,freshwater,Calypogeia,Calypogeiaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310586,species,Scapania umbrosa,(Schrad.) Dumort.,,Shady Earwort,Native,freshwater,Scapania,Scapaniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021597972,species,Tricholepidozia tetradactyla,(Hook.f. & Taylor) E.D. Cooper,,Murphy's Threadwort,Native,terrestrial,Tricholepidozia,Lepidoziaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0100000734,species,Adelanthus lindenbergianus,(Lehm.) Mitt.,,Lindenberg's Featherwort,Native,,Adelanthus,Adelanthaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035986,variety,Frullania microphylla var. deciduifolia,Grolle,,,Native,,Frullania,Frullaniaceae,Porellales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310227,species,Nardia compressa,(Hook.) Gray,,Compressed Flapwort,Native,freshwater,Nardia,Gymnomitriaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310551,species,Radula voluta,"Taylor ex Gottsche, Lindenb. & Nees",,Pale Scalewort,Native,freshwater,Radula,Radulaceae,Porellales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035981,species,Porella arboris-vitae,(With.) Grolle,,Bitter Scalewort,Native,freshwater,Porella,Porellaceae,Porellales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035894,species,Nardia geoscyphus,(De Not.) Lindb.,,Earth-cup Flapwort,Native,,Nardia,Gymnomitriaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310292,species,Plagiochila asplenioides,(L.) Dumort.,,Greater Featherwort,Native,freshwater,Plagiochila,Plagiochilaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310896,species aggregate,Plagiochila spinulosa,,sensu lato,,Native,,Plagiochila,Plagiochilaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000022259,species,Porella platyphylla,(L.) Pfeiff.,,Wall Scalewort,Native,freshwater,Porella,Porellaceae,Porellales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309667,genus,Lophozia,(Dumort.) Dumort.,,,Native,,,Scapaniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310213,genus,Mylia,Gray,,,Native,freshwater,,Myliaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035969,species,Gongylanthus ericetorum,(Raddi) Nees,,Heath Pouchwort,Native,,Gongylanthus,Southbyaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035868,species,Anastrophyllum donnianum,(Hook.) Steph.,,Donn's Notchwort,Native,,Anastrophyllum,Anastrophyllaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035869,species,Anastrophyllum joergensenii,Schiffn.,,Joergensen's Notchwort,Native,,Anastrophyllum,Anastrophyllaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309394,family,Aytoniaceae,Cavers,,,Native,,,,Marchantiales,Marchantiopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021616636,species,Schistochilopsis incisa,(Schrad.) Konstant.,,Jagged Notchwort,Native,terrestrial/freshwater,Schistochilopsis,Scapaniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309785,species,Diplophyllum obtusifolium,(Hook.) Dumort.,,Blunt-leaved Earwort,Native,,Diplophyllum,Scapaniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309693,species,Cololejeunea rossettiana,(C.Massal.) Schiffn.,,Rossetti's Pouncewort,Native,,Cololejeunea,Lejeuneaceae,Porellales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000066373,order,Metzgeriales,,,,Native,,,,,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021597902,genus,Mesoptychia,(Lindb.) A.Evans,,,Native,terrestrial/freshwater,,Jungermanniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310477,species,Scapania subalpina,(Nees ex Lindenb.) Dumort.,,Northern Earwort,Native,freshwater,Scapania,Scapaniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309624,species,Chiloscyphus polyanthos,(L.) Corda,,,Native,freshwater,Chiloscyphus,Lophocoleaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000156886,species,Solenostoma hyalinum,(Lyell) Mitt.,,Transparent Flapwort,Native,freshwater,Solenostoma,Solenostomataceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310110,species,Jubula hutchinsiae,(Hook.) Dumort.,,Hutchins' Hollywort,Native,freshwater,Jubula,Jubulaceae,Porellales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035944,species,Leptoscyphus cuneifolius,(Hook.) Mitt.,,Wedge Flapwort,Native,freshwater,Leptoscyphus,Lophocoleaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309640,genus,Geocalyx,Nees,,,Native,,,Geocalycaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310588,family,Scapaniaceae,Migula,,,Native,,,,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035923,species,Scapania gymnostomophila,Kaal.,,Narrow-lobed Earwort,Native,,Scapania,Scapaniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310455,genus,Ricciocarpos,Corda,,,Native,,,Ricciaceae,Marchantiales,Marchantiopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310426,species,Petalophyllum ralfsii,(Wils.) Nees & Gottsche,,Petalwort,Native,freshwater,Petalophyllum,Petalophyllaceae,Fossombroniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310417,genus,Pedinophyllum,(Lindb.) Lindb.,,,Native,,,Plagiochilaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035883,species,Jungermannia borealis,Damsh. & Vana,,Northern Flapwort,Native,,Jungermannia,Jungermanniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021595372,species,Odontoschisma francisci,(Hook.) L. Söderstr. & Váňa,,Holt Notchwort,Native,terrestrial/freshwater,Odontoschisma,Cephaloziaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309434,genus,Blasia,L.,,,Native,,,Blasiaceae,Blasiales,Marchantiopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310128,species,Kurzia trichoclados,(Muell.Frib.) Grolle,,Heath Fingerwort,Native,,Kurzia,Lepidoziaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035948,species,Lophocolea semiteres,(Lehm.) Mitt.,,Southern Crestwort,Non-native,,Lophocolea,Lophocoleaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309893,genus,Fossombronia,Raddi,,,Native,freshwater,,Fossombroniaceae,Fossombroniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310468,species,Scapania degenii,Schiffn. ex Muell.Frib.,,Degen's Earwort,Native,freshwater,Scapania,Scapaniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021595382,species,Cephalozia albescens,(Hook.) Dumort.,,Snow Threadwort,Native,terrestrial,Cephalozia,Cephaloziaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310647,species,Southbya nigrella,(De Not.) Henriq.,,Blackwort,Native,,Southbya,Southbyaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000150818,species,Lophozia guttulata,(Lindb.) Evans,,Reddish Notchwort,Native,,Lophozia,Scapaniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000152488,species,Obtusifolium obtusum,(Lindb.) S.Arn.,,Obtuse Notchwort,Native,,Obtusifolium,Cephaloziellaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310478,species,Scapania uliginosa,(Sw. ex Lindenb.) Dumort.,,Marsh Earwort,Native,freshwater,Scapania,Scapaniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310423,species,Pellia neesiana,(Gottsche) Limpr.,,Nees' Pellia,Native,freshwater,Pellia,Pelliaceae,Pelliales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310548,species,Radula carringtonii,J.B.Jack,,Carrington's Scalewort,Native,freshwater,Radula,Radulaceae,Porellales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000036011,species,Fossombronia caespitiformis,De Not. ex Rabenh.,,Spanish Frillwort,Native,freshwater,Fossombronia,Fossombroniaceae,Fossombroniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
