taxonID,taxonRank,scientificName,Scientific Name Authorship,Nomenclatural Status,Preferred Common Name,establishmentMeans,Habitat,genus,family,order,class,phylum,kingdom,datasetName
NHMSYS0000310228,species,Nardia scalaris,Gray,,Ladder Flapwort,Native,freshwater,Nardia,Gymnomitriaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310033,family,Herbertaceae,Müll.Frib. ex Fulf. & Hatch.,,,Native,terrestrial,,,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309436,family,Blasiaceae,Klinggr.,,,Native,,,,Blasiales,Marchantiopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310000,species,Gymnomitrion obtusum,Lindb.,,White Frostwort,Native,,Gymnomitrion,Gymnomitriaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035996,species,Lejeunea patens,Lindb.,,Pearl Pouncewort,Native,freshwater,Lejeunea,Lejeuneaceae,Porellales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309297,family,Adelanthaceae,E.A.Hodgs.,,,Native,,,,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310462,species,Scapania aequiloba,(Schwaegr.) Dumort.,,Lesser Rough Earwort,Native,,Scapania,Scapaniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309289,genus,Acrobolbus,Nees,,,Native,,,Acrobolbaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309357,genus,Anthelia,(Dumort.) Dumort.,,,Native,freshwater,,Antheliaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035881,species,Jungermannia pumila,With.,,Dwarf Flapwort,Native,freshwater,Jungermannia,Jungermanniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021601102,species,Heterogemma capitata,(Hook.) Konstant. & Vilnet,,Large-celled Flapwort,Native,terrestrial,Heterogemma,Scapaniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310237,species,Odontoschisma elongatum,(Lindb.) A.Evans,,Brown Flapwort,Native,freshwater,Odontoschisma,Cephaloziaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309665,species,Lophocolea fragrans,"(Moris & De Not.) Gottsche, Lindenb. & Nees",,Fragrant Crestwort,Native,freshwater,Lophocolea,Lophocoleaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309698,family,Conocephalaceae,Müll.Frib. ex Grolle,,,Native,,,,Marchantiales,Marchantiopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035807,species,Hygrobiella laxifolia,(Hook.) Spruce,,Lax Notchwort,Native,freshwater,Hygrobiella,Hygrobiellaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309586,species,Cephalozia bicuspidata,(L.) Dumort.,,Two-horned Pincerwort,Native,freshwater,Cephalozia,Cephaloziaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035975,species,Radula holtii,Spruce,,Holt's Scalewort,Native,,Radula,Radulaceae,Porellales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310731,genus,Telaranea,Spruce ex Schiffn.,,,Native,,,Lepidoziaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0020959424,family,Jamesoniellaceae,,,,Native,,,,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309902,species,Frullania dilatata,(L.) Dumort.,,Dilated Scalewort,Native,,Frullania,Frullaniaceae,Porellales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310813,species,Tritomaria quinquedentata,(Huds.) H.Buch,,Lyon's Notchwort,Native,freshwater,Tritomaria,Scapaniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000036009,species,Fossombronia foveolata,Lindb.,,Pitted Frillwort,Native,freshwater,Fossombronia,Fossombroniaceae,Fossombroniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035871,species,Tritomaria exsectiformis,(Breidl.) Loeske,,Larger Cut Notchwort,Native,,Tritomaria,Scapaniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021597292,family,Harpanthaceae,,,,Native,terrestrial/freshwater,,,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310142,species,Lejeunea hibernica,"Bischl., H.A.Mill. & Bonner ex Grolle",,Irish Pouncewort,Native,,Lejeunea,Lejeuneaceae,Porellales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000151127,species,Marsupella apiculata,Schiffn.,,Pointed Frostwort,Native,,Marsupella,Gymnomitriaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000066340,order,Marchantiales,,,,Native,,,,,Marchantiopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310408,family,Porellaceae,Cavers,,,Native,,,,Porellales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000036055,species,Riccia glauca,L.,,Glaucous Crystalwort,Native,freshwater,Riccia,Ricciaceae,Marchantiales,Marchantiopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000036010,species,Fossombronia angulosa,(Dicks.) Raddi,,Greater Frillwort,Native,freshwater,Fossombronia,Fossombroniaceae,Fossombroniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000040750,subspecies,Marchantia polymorpha subsp. montivagans,Bischl. & Boisselier,,,Native,freshwater,Marchantia,Marchantiaceae,Marchantiales,Marchantiopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310726,family,Targioniaceae,Dum.,,,Native,,,,Marchantiales,Marchantiopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310473,species,Scapania nimbosa,Taylor ex Lehm,,Cloud Earwort,Native,,Scapania,Scapaniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310151,species,Lepidozia reptans,(L.) Dumort.,,Creeping Fingerwort,Native,,Lepidozia,Lepidoziaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021596582,species,Endogemma caespiticia,"(Lindenb.) Konstant., Vilnet & A.V. Troitsky",,Delicate Flapwort,Native,terrestrial/freshwater,Endogemma,Endogemmaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309690,species,Cololejeunea calcarea,(Lib.) Schiffn.,,Rock Pouncewort,Native,,Cololejeunea,Lejeuneaceae,Porellales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310127,species,Kurzia sylvatica,(A.Evans) Grolle,,Wood Fingerwort,Native,,Kurzia,Lepidoziaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310525,species,Ptilidium pulcherrimum,(Weber) Vainio,,Tree Fringewort,Native,,Ptilidium,Ptilidiaceae,Ptilidiales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310467,species,Scapania cuspiduligera,(Nees) Muell.Frib.,,Untidy Earwort,Native,,Scapania,Scapaniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309803,species,Douinia ovata,(Dicks.) H.Buch,,Waxy Earwort,Native,,Douinia,Scapaniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309601,species,Cephaloziella elachista,(J.B.Jack ex Gottsche & Rabenh.) Schiffn.,,Spurred Threadwort,Native,freshwater,Cephaloziella,Cephaloziellaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310211,species,Moerckia hibernica,(Hook.) Gottsche,,Irish Ruffwort,Native,,Moerckia,Moerckiaceae,Pallaviciniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310861,species aggregate,Chiloscyphus polyanthos,,sensu lato,St Winifrid's Moss,Native,freshwater,Chiloscyphus,Lophocoleaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035824,species,Cephaloziella integerrima,(Lindb.) Warnst.,,Lobed Threadwort,Native,,Cephaloziella,Cephaloziellaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035842,species,Lophozia ventricosa var. silvicola,(Buch) E.W.Jones & Schust.,,,Native,freshwater,Lophozia,Scapaniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310465,species,Scapania compacta,(Roth) Dumort.,,Thick-set Earwort,Native,freshwater,Scapania,Scapaniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035967,species,Southbya tophacea,(Spruce) Spruce,,Green Blackwort,Native,,Southbya,Southbyaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0020695881,species,Metzgeria violacea,(Ach.) Dumort.,,Blueish Veilwort,Native,,Metzgeria,Metzgeriaceae,Metzgeriales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310553,genus,Reboulia,Raddi,,,Native,,,Aytoniaceae,Marchantiales,Marchantiopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310239,species,Odontoschisma sphagni,(Dicks.) Dumort.,,Bog-moss Flapwort,Native,freshwater,Odontoschisma,Cephaloziaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035904,species,Marsupella profunda,Lindb.,,Western Rustwort,Native,,Marsupella,Gymnomitriaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310466,species,Scapania curta,(Mart.) Dumort.,,Least Earwort,Native,,Scapania,Scapaniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309327,genus,Anastrophyllum,(Spruce) Steph.,,,Native,,,Anastrophyllaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309542,species,Calypogeia suecica,(Arnell & J.Perss.) Muell.Frib.,,Swedish Pouchwort,Native,,Calypogeia,Calypogeiaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310235,genus,Odontoschisma,(Dumort.) Dumort.,,,Native,freshwater,,Cephaloziaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035762,species,Mastigophora woodsii,(Hook.) Nees,,Wood's Whipwort,Native,,Mastigophora,Mastigophoraceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035794,species,Cephalozia macrostachya,Kaal.,,Bog Pincerwort,Native,,Cephalozia,Cephaloziaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000036042,species,Sphaerocarpos michelii,Bellardi,,Micheli's Balloonwort,Native,,Sphaerocarpos,Sphaerocarpaceae,Sphaerocarpales,Marchantiopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310298,species,Plagiochila exigua,(Taylor) Taylor,,Petty Featherwort,Native,freshwater,Plagiochila,Plagiochilaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309903,species,Frullania fragilifolia,"(Taylor) Gottsche, Lindenb. & Nees",,Spotty Scalewort,Native,,Frullania,Frullaniaceae,Porellales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021595392,species,Oleolophozia perssonii,"(H.Buch & S.W.Arnell) L. Söderstr., De Roo & Hedd.",,Chalk Notchwort,Native,terrestrial,,Cephaloziellaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310804,family,Trichocoleaceae,Nakai,,,Native,,,,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309676,species,Marsupella funckii,(F.Weber & D.Mohr) Dumort.,,Funck's Rustwort,Native,,Marsupella,Gymnomitriaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309937,family,Lunulariaceae,Klinggr.,,,Native,,,,Lunulariales,Marchantiopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309608,species,Cephaloziella turneri,(Hook.) Muell.Frib.,,Turner's Threadwort,Native,freshwater,Cephaloziella,Cephaloziellaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0100015272,genus,Solenostoma,Mitt.,,,Native,freshwater,,Solenostomataceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021595407,species,Clevea hyalina,(Sommerf.) Lindb.,,,Native,terrestrial,Clevea,Cleveaceae,Marchantiales,Marchantiopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309433,species,Bazzania trilobata,(L.) Gray,,Greater Whipwort,Native,,Bazzania,Lepidoziaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309930,species,Lophozia ventricosa,(Dicks.) Dumort.,,Tumid Notchwort,Native,freshwater,Lophozia,Scapaniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000156896,species,Solenostoma subellipticum,(Lindb. ex Kaal.) Schust.,,Two-lipped Flapwort,Native,,Solenostoma,Solenostomataceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309955,species,Marsupella arctica,(Berggr.) Bryhn & Kaal.,,Arctic Rustwort,Native,,Marsupella,Gymnomitriaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000040749,subspecies,Marchantia polymorpha subsp. polymorpha,L.,,,Native,freshwater,Marchantia,Marchantiaceae,Marchantiales,Marchantiopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021601117,genus,Obtusifolium,S.W.Arnell,,,Native,terrestrial/freshwater,,Cephaloziellaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021194716,species,Plagiochila heterophylla,Lindenb. ex Lehm.,,Western Featherwort,Native,,Plagiochila,Plagiochilaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0020636802,species aggregate,Conocephalum conicum,(L.) Dumort.,s.l.,,Native,freshwater,Conocephalum,Conocephalaceae,Marchantiales,Marchantiopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000036050,species,Riccia huebeneriana,Lindenb.,,Violet Crystalwort,Native,freshwater,Riccia,Ricciaceae,Marchantiales,Marchantiopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0020959430,family,Moerckiaceae,,,,Native,,,,Pallaviciniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310550,species,Radula lindenbergiana,Gottsche ex C.Hartm.,,Lindenberg's Scalewort,Native,freshwater,Radula,Radulaceae,Porellales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035895,species,Nardia breidleri,(Limpr.) Lindb.,,Book Flapwort,Native,,Nardia,Gymnomitriaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021598012,species,Marchantia quadrata,Scop.,,,Native,terrestrial/freshwater,Marchantia,Marchantiaceae,Marchantiales,Marchantiopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309597,family,Cephaloziaceae,Migula,,,Native,,,,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000036053,species,Riccia canaliculata,Hoffm.,,Channelled Crystalwort,Native,freshwater,Riccia,Ricciaceae,Marchantiales,Marchantiopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309603,species,Cephaloziella nicholsonii,Douin & Schiffn.,,Greater Copperwort,Native,,Cephaloziella,Cephaloziellaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310038,species,Herbertus stramineus,(Dumort.) Trevis.,,Straw Prongwort,Native,,Herbertus,Herbertaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021596212,species,Gymnomitrion brevissimum,(Dumort.) Warnst.,,Snow Rustwort,Native,terrestrial,Gymnomitrion,Gymnomitriaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309290,species,Acrobolbus wilsonii,Nees,,Wilson's Pouchwort,Native,freshwater,Acrobolbus,Acrobolbaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310308,family,Plagiochilaceae,(Joerg.) Müll.Frib.,,,Native,,,,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035837,species,Lophozia longidens,(Lindb.) Macoun,,Horned Flapwort,Native,,Lophozia,Scapaniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021596577,genus,Endogemma,"Konstant., Vilnet & A.V. Troitsky",,,Native,terrestrial/freshwater,,Endogemmaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310401,species,Porella cordaeana,(Huebener) Moore,,Cliff Scalewort,Native,freshwater,Porella,Porellaceae,Porellales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0020636804,species aggregate,Moerckia hibernica,(Hook.) Gottsche,s.l.,,Native,freshwater,Moerckia,Moerckiaceae,Pallaviciniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021315432,species,Lophocolea muricata,(Lehm.) Nees,,,Native,terrestrial,Lophocolea,Lophocoleaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035941,species,Scapania gracilis,Lindb.,,Western Earwort,Native,freshwater,Scapania,Scapaniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310458,species,Saccogyna viticulosa,(L.) Dumort.,,Straggling Pouchwort,Native,freshwater,Saccogyna,Saccogynaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021595362,species,Cephalozia curvifolia,(Dicks.) Dumort.,,Wood-rust,Native,terrestrial/freshwater,Cephalozia,Cephaloziaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310587,species,Scapania undulata,(L.) Dumort.,,Water Earwort,Native,freshwater,Scapania,Scapaniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309598,genus,Cephaloziella,(Spruce) Schiffn.,,,Native,,,Cephaloziellaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021600157,variety,Plagiochila porelloides var. porelloides,(Torr. ex Nees) Lindenb.,,Lesser Featherwort,Native,terrestrial,Plagiochila,Plagiochilaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000041595,species,Nardia insecta,Lindb.,,Bug Flapwort,Native,,Nardia,Gymnomitriaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310216,species,Mylia taylorii,(Hook.) Gray,,Taylor's Flapwort,Native,freshwater,Mylia,Myliaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309956,species,Marsupella boeckii,(Austin) Lindb. ex Kaal.,,Boeck's Rustwort,Native,,Marsupella,Gymnomitriaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309679,species,Marsupella sprucei,(Limpr.) Bernet,,Spruce's Rustwort,Native,,Marsupella,Gymnomitriaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021593112,species,Syzygiella autumnalis,"(DC.) K. Feldberg, Váňa, Hentschel & Heinrichs",,Autumn Flapwort,Native,terrestrial,Syzygiella,Adelanthaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309642,genus,Gongylanthus,Nees,,,Native,,,Southbyaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021592307,genus,Sphenolobus,(Lindb.) Berggr.,,,Native,terrestrial/freshwater,,Anastrophyllaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309400,species,Barbilophozia kunzeana,(Huebener) Muell.Frib.,,Bog Pawwort,Native,,Barbilophozia,Anastrophyllaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310474,species,Scapania paludicola,Loeske & Muell.Frib.,,Bog Earwort,Native,freshwater,Scapania,Scapaniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309941,species,Marchantia polymorpha,L.,,Common Liverwort,Native,freshwater,Marchantia,Marchantiaceae,Marchantiales,Marchantiopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309544,family,Calypogeiaceae,(Müll.Frib.) Arnell,,,Native,,,,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035834,species,Barbilophozia lycopodioides,(Wallr.) Loeske,,Greater Pawwort,Native,,Barbilophozia,Anastrophyllaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310034,genus,Herbertus,Gray,,,Native,terrestrial,,Herbertaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310705,genus,Sphenolobopsis,R.M.Schust. & N.Kitag.,,,Native,,,Anastrophyllaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309817,genus,Dumortiera,Nees,,,Native,,,Dumortieraceae,Marchantiales,Marchantiopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035931,species,Scapania irrigua,(Nees) Nees,,Heath Earwort,Native,freshwater,Scapania,Scapaniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021592302,genus,Orthocaulis,H.Buch,,,Native,terrestrial,,Anastrophyllaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310238,species,Odontoschisma macounii,(Austin) Underw.,,Macoun's Flapwort,Native,,Odontoschisma,Cephaloziaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021593097,genus,Pseudomarsupidium,Herzog,,,Native,terrestrial/freshwater,,Adelanthaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309399,species,Barbilophozia hatcheri,(A.Evans) Loeske,,Hatcher's Pawwort,Native,,Barbilophozia,Anastrophyllaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000036054,species,Riccia sorocarpa,Bisch.,,Common Crystalwort,Native,freshwater,Riccia,Ricciaceae,Marchantiales,Marchantiopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035766,species,Herbertus borealis,Crundw.,,Northern Prongwort,Native,,Herbertus,Herbertaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310185,species,Metzgeria furcata,(L.) Dumort.,,Forked Veilwort,Native,,Metzgeria,Metzgeriaceae,Metzgeriales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000036058,species,Riccia nigrella,DC.,,Black Crystalwort,Native,,Riccia,Ricciaceae,Marchantiales,Marchantiopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309605,species,Cephaloziella spinigera,(Lindb.) Warnst.,,Spiny Threadwort,Native,freshwater,Cephaloziella,Cephaloziellaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310523,genus,Ptilidium,Nees,,,Native,freshwater,,Ptilidiaceae,Ptilidiales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0020959423,class,Haplomitriopsida,,,,Native,,,,,,Marchantiophyta,Plantae,UKSI
NBNSYS0000036056,species,Riccia bifurca,Hoffm.,,Lizard Crystalwort,Native,freshwater,Riccia,Ricciaceae,Marchantiales,Marchantiopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309908,species,Frullania teneriffae,(F.Weber) Nees,,Sea Scalewort,Native,,Frullania,Frullaniaceae,Porellales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021194752,species,Solenostoma confertissimum,(Nees) Schljakov,,Kidney Flapwort,Native,,Solenostoma,Solenostomataceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021194972,genus,Liochlaena,Nees,,,Native,terrestrial,,Jungermanniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309917,family,Geocalycaceae,Klinggr.,,,Native,,,,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0020959436,order,Porellales,,,,Native,,,,,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309900,family,Fossombroniaceae,Hazslinszky,,,Native,,,,Fossombroniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000066752,order,Sphaerocarpales,,,,Native,,,,,Marchantiopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035844,species,Lophozia wenzelii,(Nees) Steph.,,Wenzel's Notchwort,Native,,Lophozia,Scapaniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310348,genus,Pleurocladula,Grolle,,,Native,,,Cephaloziaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310873,species aggregate,Fossombronia pusilla,,sensu lato,,Native,freshwater,Fossombronia,Fossombroniaceae,Fossombroniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310476,species,Scapania scandica,(Arnell & H.Buch) Macvicar,,Norwegian Earwort,Native,,Scapania,Scapaniaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310449,species,Riccia fluitans,L.,,Floating Crystalwort,Native,freshwater,Riccia,Ricciaceae,Marchantiales,Marchantiopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0021239391,species,Tricholepidozia lindenbergii,(Gottsche) E.D.Cooper,,,Non-native,terrestrial,Tricholepidozia,Lepidoziaceae,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NBNSYS0000035997,species,Lejeunea flava,(Sw.) Nees,,Yellow Pouncewort,Native,,Lejeunea,Lejeuneaceae,Porellales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000309636,family,Cleveaceae,Cavers,,,Native,,,,Marchantiales,Marchantiopsida,Marchantiophyta,Plantae,UKSI
NHMSYS0000310503,family,Pseudolepicoleaceae,Fulf. & J. Tayl.,,,Native,,,,Jungermanniales,Jungermanniopsida,Marchantiophyta,Plantae,UKSI
