"key"	"dataValue"	"taxonId"	"origTaxonId"	"preferredQualifiedTaxonName"	"preferredTaxon"	"preferredTaxonQualifier"	"origTaxon"	"origQualifier"	"notes"	"referenceSummary"	"reference entity id"
"Asplenium trichomanes L."	"0910000194"	"2cd4p9h.aq"	"2cd4p9h.aq"	"Asplenium trichomanes L."	"Asplenium trichomanes"		"Asplenium trichomanes"				
"Asplenium trichomanes subsp. pachyrachis (H.Christ) Lovis & Reichst."	"0910000194.3"	"2cd4p9h.b1"	"2cd4p9h.b1"	"Asplenium trichomanes subsp. pachyrachis (H.Christ) Lovis & Reichst."	"Asplenium trichomanes subsp. pachyrachis"		"Asplenium trichomanes subsp. pachyrachis"				
"Asplenium trichomanes-ramosum L., nom. inval."	"0910000195"	"2cd4p9h.b4"	"2cd4p9h.7mm058"	"Asplenium viride Huds."	"Asplenium viride"		"Asplenium trichomanes-ramosum"				
"Asplenium viride Huds."	"0910000195"	"2cd4p9h.b4"	"2cd4p9h.b4"	"Asplenium viride Huds."	"Asplenium viride"		"Asplenium viride"				
"Dryopteris aemula (Aiton) Kuntze"	"0910000660"	"2cd4p9h.ba"	"2cd4p9h.ba"	"Dryopteris aemula (Aiton) Kuntze"	"Dryopteris aemula"		"Dryopteris aemula"				
"Hymenophyllum wilsonii Hook."	"0910001001"	"2cd4p9h.bg"	"2cd4p9h.bg"	"Hymenophyllum wilsonii Hook."	"Hymenophyllum wilsonii"		"Hymenophyllum wilsonii"				
"Isoetes echinospora Durieu"	"0910001043"	"2cd4p9h.bm"	"2cd4p9h.bm"	"Isoetes echinospora Durieu"	"Isoetes echinospora"		"Isoetes echinospora"				
"Selaginella selaginoides (L.) P.Beauv."	"0910001888"	"2cd4p9h.bs"	"2cd4p9h.bs"	"Selaginella selaginoides (L.) P.Beauv."	"Selaginella selaginoides"		"Selaginella selaginoides"				
"Pteris cretica L."	"0910002506"	"2cd4p9h.cf"	"2cd4p9h.cf"	"Pteris cretica L."	"Pteris cretica"		"Pteris cretica"				
"Polypodium cambricum x vulgare = P. x font-queri Rothm."	"0910002593"	"2cd4p9h.cr"	"2cd4p9h.cr"	"Polypodium cambricum x vulgare = P. x font-queri Rothm."	"Polypodium cambricum x vulgare = P. x font-queri"		"Polypodium cambricum x vulgare = P. x font-queri"				
"Polypodium interjectum x vulgare = P. x mantoniae Rothm. & U.Schneid."	"0910002594"	"2cd4p9h.cz"	"2cd4p9h.cz"	"Polypodium interjectum x vulgare = P. x mantoniae Rothm. & U.Schneid."	"Polypodium interjectum x vulgare = P. x mantoniae"		"Polypodium interjectum x vulgare = P. x mantoniae"				
"Polystichum munitum x setiferum = P. x lesliei Rumsey & Acock"	"0910003521"	"2cd4p9h.d5"	"2cd4p9h.d5"	"Polystichum munitum x setiferum = P. x lesliei Rumsey & Acock"	"Polystichum munitum x setiferum = P. x lesliei"		"Polystichum munitum x setiferum = P. x lesliei"				
"Acanthus mollis L."	"0920000002"	"2cd4p9h.db"	"2cd4p9h.db"	"Acanthus mollis L."	"Acanthus mollis"		"Acanthus mollis"				
"Aconitum napellus L."	"0920000014"	"2cd4p9h.dn"	"2cd4p9h.dn"	"Aconitum napellus L."	"Aconitum napellus"		"Aconitum napellus"				
"Actaea spicata L."	"0920000016"	"2cd4p9h.dt"	"2cd4p9h.dt"	"Actaea spicata L."	"Actaea spicata"		"Actaea spicata"				
"Aegopodium podagraria L."	"0920000020"	"2cd4p9h.e4"	"2cd4p9h.e4"	"Aegopodium podagraria L."	"Aegopodium podagraria"		"Aegopodium podagraria"				
"Aethusa cynapium L. subsp. cynapium"	"0920000021.2"	"2cd4p9h.ed"	"2cd4p9h.ed"	"Aethusa cynapium L. subsp. cynapium"	"Aethusa cynapium subsp. cynapium"		"Aethusa cynapium subsp. cynapium"				
"Aira praecox L."	"0920000042"	"2cd4p9h.f0"	"2cd4p9h.f0"	"Aira praecox L."	"Aira praecox"		"Aira praecox"				
"Alchemilla conjuncta Bab."	"0920000049"	"2cd4p9h.f6"	"2cd4p9h.f6"	"Alchemilla conjuncta Bab."	"Alchemilla conjuncta"		"Alchemilla conjuncta"				
"Alchemilla minima Walters"	"0920000053"	"2cd4p9h.f9"	"2cd4p9h.f9"	"Alchemilla minima Walters"	"Alchemilla minima"		"Alchemilla minima"				
"Allium roseum L."	"0920000070"	"2cd4p9h.ff"	"2cd4p9h.ff"	"Allium roseum L."	"Allium roseum"		"Allium roseum"				
"Allium scorodoprasum L."	"0920000071"	"2cd4p9h.fv"	"2cd4p9h.fv"	"Allium scorodoprasum L."	"Allium scorodoprasum"		"Allium scorodoprasum"				
"Alopecurus geniculatus x pratensis = A. x brachystylus Peterm."	"0920000083"	"2cd4p9h.fy"	"2cd4p9h.fy"	"Alopecurus geniculatus x pratensis = A. x brachystylus Peterm."	"Alopecurus geniculatus x pratensis = A. x brachystylus"		"Alopecurus geniculatus x pratensis = A. x brachystylus"				
"Althaea officinalis L."	"0920000087"	"2cd4p9h.fz"	"2cd4p9h.fz"	"Althaea officinalis L."	"Althaea officinalis"		"Althaea officinalis"				
"Amaranthus albus L."	"0920000090"	"2cd4p9h.g5"	"2cd4p9h.g5"	"Amaranthus albus L."	"Amaranthus albus"		"Amaranthus albus"				
"Andromeda polifolia L."	"0920000103"	"2cd4p9h.gn"	"2cd4p9h.gn"	"Andromeda polifolia L."	"Andromeda polifolia"		"Andromeda polifolia"				
"Anemone nemorosa L."	"0920000105"	"2cd4p9h.gt"	"2cd4p9h.gt"	"Anemone nemorosa L."	"Anemone nemorosa"		"Anemone nemorosa"				
"Anthyllis vulneraria L. subsp. vulneraria var. vulneraria"	"0920000126.6"	"2cd4p9h.ha"	"2cd4p9h.ha"	"Anthyllis vulneraria L. subsp. vulneraria var. vulneraria"	"Anthyllis vulneraria subsp. vulneraria var. vulneraria"		"Anthyllis vulneraria subsp. vulneraria var. vulneraria"				
"Alchemilla arvensis (L.) Scop."	"0920000132"	"2cd4p9h.hg"	"2cd4p9h.7mxzvm"	"Aphanes arvensis L. s.s."	"Aphanes arvensis"	"s.s."	"Alchemilla arvensis"				
"Aphanes arvensis L. s.s."	"0920000132"	"2cd4p9h.hg"	"2cd4p9h.hg"	"Aphanes arvensis L. s.s."	"Aphanes arvensis"	"s.s."	"Aphanes arvensis"	"s.s."			
"Arabis L."	"0920004710"	"2cd4p9h.hw"	"2cd4p9h.hw"	"Arabis L."	"Arabis"		"Arabis"				
"Cardaminopsis (C.A.Mey.) Hayek"	"0920004710"	"2cd4p9h.hw"	"2cd4p9h.7mxtzf"	"Arabis L."	"Arabis"		"Cardaminopsis"				
"Arabis brownii Jord."	"0920000146"	"2cd4p9h.hm"	"2cd4p9h.7mxzrx"	"Arabis hirsuta (L.) Scop."	"Arabis hirsuta"		"Arabis brownii"				
"Arabis hirsuta (L.) Scop."	"0920000146"	"2cd4p9h.hm"	"2cd4p9h.hm"	"Arabis hirsuta (L.) Scop."	"Arabis hirsuta"		"Arabis hirsuta"				
"Arctium minus (Hill) Bernh. subsp. minus"	"0920000152"	"2cd4p9h.v0"	"2cd4p9h.v0"	"Arctium minus (Hill) Bernh. subsp. minus"	"Arctium minus subsp. minus"		"Arctium minus subsp. minus"				
"Arenaria balearica L."	"0920000157"	"2cd4p9h.v6"	"2cd4p9h.v6"	"Arenaria balearica L."	"Arenaria balearica"		"Arenaria balearica"				
"Arenaria ciliata L."	"0920000158"	"2cd4p9h.v9"	"2cd4p9h.v9"	"Arenaria ciliata L."	"Arenaria ciliata"		"Arenaria ciliata"				
"Arenaria serpyllifolia L. s.s."	"0920000162"	"2cd4p9h.vc"	"2cd4p9h.vc"	"Arenaria serpyllifolia L. s.s."	"Arenaria serpyllifolia"	"s.s."	"Arenaria serpyllifolia"	"s.s."			
"Armoracia rusticana G.Gaertn., B.Mey. & Scherb."	"0920000167"	"2cd4p9h.vv"	"2cd4p9h.vv"	"Armoracia rusticana G.Gaertn., B.Mey. & Scherb."	"Armoracia rusticana"		"Armoracia rusticana"				
"Artemisia absinthium L."	"0920000170"	"2cd4p9h.w2"	"2cd4p9h.w2"	"Artemisia absinthium L."	"Artemisia absinthium"		"Artemisia absinthium"				
"Artemisia campestris L."	"0920000171"	"2cd4p9h.w5"	"2cd4p9h.w5"	"Artemisia campestris L."	"Artemisia campestris"		"Artemisia campestris"				
"Artemisia verlotiorum Lamotte"	"0920000174"	"2cd4p9h.w8"	"2cd4p9h.w8"	"Artemisia verlotiorum Lamotte"	"Artemisia verlotiorum"		"Artemisia verlotiorum"				
"Arum neglectum (F.Towns.) Ridl."	"0920000177"	"2cd4p9h.wh"	"2cd4p9h.7mxzz6"	"Arum italicum subsp. neglectum (F.Towns.) Prime"	"Arum italicum subsp. neglectum"		"Arum neglectum"				
"Arum italicum subsp. neglectum (F.Towns.) Prime"	"0920000177.2"	"2cd4p9h.wh"	"2cd4p9h.wh"	"Arum italicum subsp. neglectum (F.Towns.) Prime"	"Arum italicum subsp. neglectum"		"Arum italicum subsp. neglectum"				
"Asperugo procumbens L."	"0920000180"	"2cd4p9h.wn"	"2cd4p9h.wn"	"Asperugo procumbens L."	"Asperugo procumbens"		"Asperugo procumbens"				
"Atriplex laciniata L."	"0920000216"	"2cd4p9h.wt"	"2cd4p9h.wt"	"Atriplex laciniata L."	"Atriplex laciniata"		"Atriplex laciniata"				
"Atriplex sabulosa Rouy"	"0920000216"	"2cd4p9h.wt"	"2cd4p9h.7mm07y"	"Atriplex laciniata L."	"Atriplex laciniata"		"Atriplex sabulosa"				
"Barbarea arcuata (Opiz ex J.Presl & C.Presl) Rchb."	"0920000229"	"2cd4p9h.k4"	"2cd4p9h.7mm09y"	"Barbarea vulgaris W.T.Aiton"	"Barbarea vulgaris"		"Barbarea arcuata"				
"Barbarea vulgaris W.T.Aiton"	"0920000229"	"2cd4p9h.k4"	"2cd4p9h.k4"	"Barbarea vulgaris W.T.Aiton"	"Barbarea vulgaris"		"Barbarea vulgaris"				
"Betula pubescens Ehrh. subsp. pubescens"	"0920000240.2"	"2cd4p9h.kd"	"2cd4p9h.kd"	"Betula pubescens Ehrh. subsp. pubescens"	"Betula pubescens subsp. pubescens"		"Betula pubescens subsp. pubescens"				
"Bidens tripartita L."	"0920000242"	"2cd4p9h.kw"	"2cd4p9h.kw"	"Bidens tripartita L."	"Bidens tripartita"		"Bidens tripartita"				
"Briza minor L."	"0920000257"	"2cd4p9h.kp"	"2cd4p9h.kp"	"Briza minor L."	"Briza minor"		"Briza minor"				
"Bromus benekenii (Lange) Trimen"	"0920000259"	"2cd4p9h.x0"	"2cd4p9h.7mm0e9"	"Bromopsis benekenii (Lange) Holub"	"Bromopsis benekenii"		"Bromus benekenii"				
"Bromopsis benekenii (Lange) Holub"	"0920000259"	"2cd4p9h.x0"	"2cd4p9h.x0"	"Bromopsis benekenii (Lange) Holub"	"Bromopsis benekenii"		"Bromopsis benekenii"				
"Ceratochloa cathartica (Vahl) Herter"	"0920000261"	"2cd4p9h.x6"	"2cd4p9h.x6"	"Ceratochloa cathartica (Vahl) Herter"	"Ceratochloa cathartica"		"Ceratochloa cathartica"				
"Bromus unioloides (Willd.) Kunth"	"0920000261"	"2cd4p9h.x6"	"2cd4p9h.7mm0g5"	"Ceratochloa cathartica (Vahl) Herter"	"Ceratochloa cathartica"		"Bromus unioloides"				
"Bromus willdenowii Kunth"	"0920000261"	"2cd4p9h.x6"	"2cd4p9h.7mm0g9"	"Ceratochloa cathartica (Vahl) Herter"	"Ceratochloa cathartica"		"Bromus willdenowii"				
"Bromus thominii Ard. ex Nyman"	"0920000275"	"2cd4p9h.xf"	"2cd4p9h.969grt"	"Bromus hordeaceus L."	"Bromus hordeaceus"		"Bromus thominii"				
"Bromus hordeaceus L."	"0920000269"	"2cd4p9h.xf"	"2cd4p9h.xf"	"Bromus hordeaceus L."	"Bromus hordeaceus"		"Bromus hordeaceus"				
"Bromus squarrosus L."	"0920000274"	"2cd4p9h.xv"	"2cd4p9h.xv"	"Bromus squarrosus L."	"Bromus squarrosus"		"Bromus squarrosus"				
"Buddleja davidii Franch."	"0920000277"	"2cd4p9h.xy"	"2cd4p9h.xy"	"Buddleja davidii Franch."	"Buddleja davidii"		"Buddleja davidii"				
"Bunias erucago L."	"0920000280"	"2cd4p9h.xz"	"2cd4p9h.xz"	"Bunias erucago L."	"Bunias erucago"		"Bunias erucago"				
"Bunias orientalis L."	"0920000281"	"2cd4p9h.m2"	"2cd4p9h.m2"	"Bunias orientalis L."	"Bunias orientalis"		"Bunias orientalis"				
"Bupleurum falcatum L."	"0920000283"	"2cd4p9h.m8"	"2cd4p9h.m8"	"Bupleurum falcatum L."	"Bupleurum falcatum"		"Bupleurum falcatum"				
"Bupleurum rotundifolium L."	"0920000286"	"2cd4p9h.mb"	"2cd4p9h.mb"	"Bupleurum rotundifolium L."	"Bupleurum rotundifolium"		"Bupleurum rotundifolium"				
"Calamintha Mill."	"0920004811"	"2cd4p9h.me"	"2cd4p9h.7g3s5a"	"Clinopodium L."	"Clinopodium"		"Calamintha"				
"Clinopodium L."	"0920004811"	"2cd4p9h.me"	"2cd4p9h.me"	"Clinopodium L."	"Clinopodium"		"Clinopodium"				
"Acinos Mill."	"Vas_23462"	"2cd4p9h.me"	"2cd4p9h.3hkb72"	"Clinopodium L."	"Clinopodium"		"Acinos"				
"Calamintha ascendens Jord."	"0920000296"	"2cd4p9h.mh"	"2cd4p9h.7mm0ha"	"Clinopodium ascendens (Jord.) Samp."	"Clinopodium ascendens"		"Calamintha ascendens"				
"Calamintha sylvatica subsp. ascendens (Jord.) P.W.Ball"	"0920000296"	"2cd4p9h.mh"	"2cd4p9h.7mm6x4"	"Clinopodium ascendens (Jord.) Samp."	"Clinopodium ascendens"		"Calamintha sylvatica subsp. ascendens"				
"Clinopodium ascendens (Jord.) Samp."	"0920000296"	"2cd4p9h.mh"	"2cd4p9h.mh"	"Clinopodium ascendens (Jord.) Samp."	"Clinopodium ascendens"		"Clinopodium ascendens"				
"Callitriche brutia Petagna"	"0920000303.2"	"2cd4p9h.mn"	"2cd4p9h.mn"	"Callitriche brutia Petagna"	"Callitriche brutia"		"Callitriche brutia"				
"Callitriche stagnalis s.l."	"0920000307"	"2cd4p9h.mq"	"2cd4p9h.mq"	"Callitriche stagnalis s.l."	"Callitriche stagnalis"	"s.l."	"Callitriche stagnalis"	"s.l."			
"Cardamine crassifolia Pourr."	"0920000331"	"2cd4p9h.n1"	"2cd4p9h.7mm0vr"	"Cardamine pratensis L."	"Cardamine pratensis"		"Cardamine crassifolia"				
"Cardamine hayneana (Rchb.) Fritsch"	"0920000331"	"2cd4p9h.n1"	"2cd4p9h.7mm0w0"	"Cardamine pratensis L."	"Cardamine pratensis"		"Cardamine hayneana"				
"Cardamine matthioli auct., non Moretti"	"0920000331"	"2cd4p9h.n1"	"2cd4p9h.7mm0w4"	"Cardamine pratensis L."	"Cardamine pratensis"		"Cardamine matthioli"				
"Cardamine palustris (Wimmer & Grab.) Peterm."	"0920000331"	"2cd4p9h.n1"	"2cd4p9h.7mm0w8"	"Cardamine pratensis L."	"Cardamine pratensis"		"Cardamine palustris"				
"Cardamine rivularis Schur"	"0920000331"	"2cd4p9h.n1"	"2cd4p9h.7mm0we"	"Cardamine pratensis L."	"Cardamine pratensis"		"Cardamine rivularis"				
"Cardamine pratensis L."	"0920000331"	"2cd4p9h.n1"	"2cd4p9h.n1"	"Cardamine pratensis L."	"Cardamine pratensis"		"Cardamine pratensis"				
"Carduus L."	"0920004774"	"2cd4p9h.n4"	"2cd4p9h.n4"	"Carduus L."	"Carduus"		"Carduus"				
"Carduus tenuiflorus Curtis"	"0920000339"	"2cd4p9h.n7"	"2cd4p9h.n7"	"Carduus tenuiflorus Curtis"	"Carduus tenuiflorus"		"Carduus tenuiflorus"				
"Carex appropinquata Schumach."	"0920000342"	"2cd4p9h.nd"	"2cd4p9h.nd"	"Carex appropinquata Schumach."	"Carex appropinquata"		"Carex appropinquata"				
"Carex laevigata Sm."	"0920000385"	"2cd4p9h.ng"	"2cd4p9h.ng"	"Carex laevigata Sm."	"Carex laevigata"		"Carex laevigata"				
"Carex limosa L."	"0920000388"	"2cd4p9h.nw"	"2cd4p9h.nw"	"Carex limosa L."	"Carex limosa"		"Carex limosa"				
"Carex maritima Gunnerus"	"0920000389"	"2cd4p9h.nm"	"2cd4p9h.nm"	"Carex maritima Gunnerus"	"Carex maritima"		"Carex maritima"				
"Carex nigra (L.) Reichard"	"0920000393"	"2cd4p9h.np"	"2cd4p9h.np"	"Carex nigra (L.) Reichard"	"Carex nigra"		"Carex nigra"				
"Carex rupestris Bellardi ex All."	"0920000415"	"2cd4p9h.y3"	"2cd4p9h.y3"	"Carex rupestris Bellardi ex All."	"Carex rupestris"		"Carex rupestris"				
"Carex strigosa Huds."	"0920000420"	"2cd4p9h.y6"	"2cd4p9h.y6"	"Carex strigosa Huds."	"Carex strigosa"		"Carex strigosa"				
"Carex vaginata Tausch"	"0920000423"	"2cd4p9h.y9"	"2cd4p9h.y9"	"Carex vaginata Tausch"	"Carex vaginata"		"Carex vaginata"				
"Carpinus betulus L."	"0920000428"	"2cd4p9h.yf"	"2cd4p9h.yf"	"Carpinus betulus L."	"Carpinus betulus"		"Carpinus betulus"				
"Castanea sativa Mill."	"0920000432"	"2cd4p9h.yx"	"2cd4p9h.yx"	"Castanea sativa Mill."	"Castanea sativa"		"Castanea sativa"				
"Centaurium minus Moench"	"0920000450"	"2cd4p9h.yr"	"2cd4p9h.7mm0qb"	"Centaurium littorale (Turner ex Sm.) Gilmour"	"Centaurium littorale"		"Centaurium minus"				
"Centaurium vulgare Raf."	"0920000450"	"2cd4p9h.yr"	"2cd4p9h.7mm0qw"	"Centaurium littorale (Turner ex Sm.) Gilmour"	"Centaurium littorale"		"Centaurium vulgare"				
"Centaurium littorale (Turner ex Sm.) Gilmour"	"0920000450"	"2cd4p9h.yr"	"2cd4p9h.yr"	"Centaurium littorale (Turner ex Sm.) Gilmour"	"Centaurium littorale"		"Centaurium littorale"				
"Cerastium fontanum subsp. triviale (Spenn.) Jalas"	"0920000467.1"	"2cd4p9h.pb"	"2cd4p9h.7mm6y1"	"Cerastium fontanum subsp. vulgare (Hartm.) Greuter & Burdet"	"Cerastium fontanum subsp. vulgare"		"Cerastium fontanum subsp. triviale"				
"Cerastium fontanum subsp. vulgare (Hartm.) Greuter & Burdet"	"0920000467.1"	"2cd4p9h.pb"	"2cd4p9h.pb"	"Cerastium fontanum subsp. vulgare (Hartm.) Greuter & Burdet"	"Cerastium fontanum subsp. vulgare"		"Cerastium fontanum subsp. vulgare"				
"Chaerophyllum temulentum L."	"0920000476"	"2cd4p9h.ph"	"2cd4p9h.7fy55b"	"Chaerophyllum temulum L."	"Chaerophyllum temulum"		"Chaerophyllum temulentum"				
"Chaerophyllum temulum L."	"0920000476"	"2cd4p9h.ph"	"2cd4p9h.ph"	"Chaerophyllum temulum L."	"Chaerophyllum temulum"		"Chaerophyllum temulum"				
"Chenopodium album agg."	"0920000481"	"2cd4p9h.pn"	"2cd4p9h.pn"	"Chenopodium album agg."	"Chenopodium album"	"agg."	"Chenopodium album"	"agg."			
"Chenopodium album L. s.s."	"0920000482"	"2cd4p9h.pq"	"2cd4p9h.pq"	"Chenopodium album L. s.s."	"Chenopodium album"	"s.s."	"Chenopodium album"	"s.s."			
"Chenopodium hircinum Schrad."	"0920000489"	"2cd4p9h.pt"	"2cd4p9h.pt"	"Chenopodium hircinum Schrad."	"Chenopodium hircinum"		"Chenopodium hircinum"				
"Chrysanthemum leucanthemum L."	"0920000502"	"2cd4p9h.q4"	"2cd4p9h.7mm11n"	"Leucanthemum vulgare Lam."	"Leucanthemum vulgare"		"Chrysanthemum leucanthemum"				
"Leucanthemum vulgare Lam."	"0920000502"	"2cd4p9h.q4"	"2cd4p9h.q4"	"Leucanthemum vulgare Lam."	"Leucanthemum vulgare"		"Leucanthemum vulgare"				
"Cirsium oleraceum (L.) Scop."	"0920000519"	"2cd4p9h.qa"	"2cd4p9h.qa"	"Cirsium oleraceum (L.) Scop."	"Cirsium oleraceum"		"Cirsium oleraceum"				
"Cirsium vulgare (Savi) Ten."	"0920000522"	"2cd4p9h.qd"	"2cd4p9h.qd"	"Cirsium vulgare (Savi) Ten."	"Cirsium vulgare"		"Cirsium vulgare"				
"Cochlearia scotica Druce"	"0920000536"	"2cd4p9h.qm"	"2cd4p9h.309gcq"	"Cochlearia officinalis subsp. scotica (Druce) P.S.Wyse Jacks."	"Cochlearia officinalis subsp. scotica"		"Cochlearia scotica"				
"Cochlearia officinalis subsp. scotica (Druce) P.S.Wyse Jacks."	"0920000536"	"2cd4p9h.qm"	"2cd4p9h.qm"	"Cochlearia officinalis subsp. scotica (Druce) P.S.Wyse Jacks."	"Cochlearia officinalis subsp. scotica"		"Cochlearia officinalis subsp. scotica"				
"Convolvulus arvensis L."	"0920000544"	"2cd4p9h.qs"	"2cd4p9h.qs"	"Convolvulus arvensis L."	"Convolvulus arvensis"		"Convolvulus arvensis"				
"Corrigiola litoralis L."	"0920000553"	"2cd4p9h.r3"	"2cd4p9h.r3"	"Corrigiola litoralis L."	"Corrigiola litoralis"		"Corrigiola litoralis"				
"Corylus avellana L."	"0920000557"	"2cd4p9h.r9"	"2cd4p9h.r9"	"Corylus avellana L."	"Corylus avellana"		"Corylus avellana"				
"Cotoneaster horizontalis Decne."	"0920000560"	"2cd4p9h.rf"	"2cd4p9h.rf"	"Cotoneaster horizontalis Decne."	"Cotoneaster horizontalis"		"Cotoneaster horizontalis"				
"Crepis capillaris (L.) Wallr."	"0920000572"	"2cd4p9h.rx"	"2cd4p9h.rx"	"Crepis capillaris (L.) Wallr."	"Crepis capillaris"		"Crepis capillaris"				
"Crepis paludosa (L.) Moench"	"0920000576"	"2cd4p9h.ry"	"2cd4p9h.ry"	"Crepis paludosa (L.) Moench"	"Crepis paludosa"		"Crepis paludosa"				
"Crocus nudiflorus Sm."	"0920000584"	"2cd4p9h.rz"	"2cd4p9h.rz"	"Crocus nudiflorus Sm."	"Crocus nudiflorus"		"Crocus nudiflorus"				
"Cynodon dactylon (L.) Pers."	"0920000594"	"2cd4p9h.s5"	"2cd4p9h.s5"	"Cynodon dactylon (L.) Pers."	"Cynodon dactylon"		"Cynodon dactylon"				
"Dactylis aschersoniana Graebn."	"0920000606"	"2cd4p9h.sb"	"2cd4p9h.7mm1bd"	"Dactylis polygama Horv."	"Dactylis polygama"		"Dactylis aschersoniana"				
"Dactylis polygama Horv."	"0920000606"	"2cd4p9h.sb"	"2cd4p9h.sb"	"Dactylis polygama Horv."	"Dactylis polygama"		"Dactylis polygama"				
"Dactylis glomerata subsp. aschersoniana (Graebn.) Thell."	"0920000606"	"2cd4p9h.sb"	"2cd4p9h.7mm6pe"	"Dactylis polygama Horv."	"Dactylis polygama"		"Dactylis glomerata subsp. aschersoniana"				
"Dactylis glomerata subsp. lobata (Drejer) H.Lindb."	"0920000606"	"2cd4p9h.sb"	"2cd4p9h.7mm6pg"	"Dactylis polygama Horv."	"Dactylis polygama"		"Dactylis glomerata subsp. lobata"				
"Dactylorchis incarnata subsp. coccinea (Pugsley) Hesl.-Harr.f."	"0920000609.1"	"2cd4p9h.sk"	"2cd4p9h.7mm6pm"	"Dactylorhiza incarnata subsp. coccinea (Pugsley) Soó"	"Dactylorhiza incarnata subsp. coccinea"		"Dactylorchis incarnata subsp. coccinea"				
"Dactylorhiza incarnata subsp. coccinea (Pugsley) Soó"	"0920000609.1"	"2cd4p9h.sk"	"2cd4p9h.sk"	"Dactylorhiza incarnata subsp. coccinea (Pugsley) Soó"	"Dactylorhiza incarnata subsp. coccinea"		"Dactylorhiza incarnata subsp. coccinea"				
"Dactylorchis incarnata subsp. pulchella (Druce) Hesl.-Harr.f."	"0920000609.6"	"2cd4p9h.sn"	"2cd4p9h.6ywn2e"	"Dactylorhiza incarnata subsp. pulchella (Druce) Soó"	"Dactylorhiza incarnata subsp. pulchella"		"Dactylorchis incarnata subsp. pulchella"				
"Dactylorhiza incarnata subsp. pulchella (Druce) Soó"	"0920000609.6"	"2cd4p9h.sn"	"2cd4p9h.sn"	"Dactylorhiza incarnata subsp. pulchella (Druce) Soó"	"Dactylorhiza incarnata subsp. pulchella"		"Dactylorhiza incarnata subsp. pulchella"				
"Dactylorhiza maculata (L.) Soó"	"0920000610"	"2cd4p9h.sq"	"2cd4p9h.sq"	"Dactylorhiza maculata (L.) Soó"	"Dactylorhiza maculata"		"Dactylorhiza maculata"				
"Danaa cornubiensis (L.) Burnat"	"0920000616"	"2cd4p9h.t7"	"2cd4p9h.7mm1ea"	"Physospermum cornubiense (L.) DC."	"Physospermum cornubiense"		"Danaa cornubiensis"				
"Physospermum cornubiense (L.) DC."	"0920000616"	"2cd4p9h.t7"	"2cd4p9h.t7"	"Physospermum cornubiense (L.) DC."	"Physospermum cornubiense"		"Physospermum cornubiense"				
"Delphinium ajacis L."	"0920000622"	"2cd4p9h.td"	"2cd4p9h.7mm1ey"	"Consolida ajacis (L.) Schur"	"Consolida ajacis"		"Delphinium ajacis"				
"Delphinium gayanum Wilmott"	"0920000622"	"2cd4p9h.td"	"2cd4p9h.7mm1es"	"Consolida ajacis (L.) Schur"	"Consolida ajacis"		"Delphinium gayanum"				
"Consolida ajacis (L.) Schur"	"0920000622"	"2cd4p9h.td"	"2cd4p9h.td"	"Consolida ajacis (L.) Schur"	"Consolida ajacis"		"Consolida ajacis"				
"Deschampsia cespitosa subsp. parviflora (Thuill.) Dumort."	"0920000627.3"	"2cd4p9h.tm"	"2cd4p9h.tm"	"Deschampsia cespitosa subsp. parviflora (Thuill.) Dumort."	"Deschampsia cespitosa subsp. parviflora"		"Deschampsia cespitosa subsp. parviflora"				
"Diplotaxis erucoides (L.) DC."	"0920000643"	"2cd4p9h.ts"	"2cd4p9h.ts"	"Diplotaxis erucoides (L.) DC."	"Diplotaxis erucoides"		"Diplotaxis erucoides"				
"Drosera rotundifolia L."	"0920000657"	"2cd4p9h.z3"	"2cd4p9h.z3"	"Drosera rotundifolia L."	"Drosera rotundifolia"		"Drosera rotundifolia"				
"Hyacinthoides non-scripta (L.) Chouard ex Rothm."	"0920000687"	"2cd4p9h.z9"	"2cd4p9h.z9"	"Hyacinthoides non-scripta (L.) Chouard ex Rothm."	"Hyacinthoides non-scripta"		"Hyacinthoides non-scripta"				
"Endymion non-scriptus (L.) Garcke"	"0920000687"	"2cd4p9h.z9"	"2cd4p9h.7mm1mg"	"Hyacinthoides non-scripta (L.) Chouard ex Rothm."	"Hyacinthoides non-scripta"		"Endymion non-scriptus"				
"Epilobium parviflorum Schreb."	"0920000698"	"2cd4p9h.zf"	"2cd4p9h.zf"	"Epilobium parviflorum Schreb."	"Epilobium parviflorum"		"Epilobium parviflorum"				
"Epipactis leptochila agg."	"0920000706"	"2cd4p9h.zx"	"2cd4p9h.zx"	"Epipactis leptochila agg."	"Epipactis leptochila"	"agg."	"Epipactis leptochila"	"agg."			
"Erigeron mucronatus DC."	"0920000736"	"2cd4p9h.zr"	"2cd4p9h.7mm1qe"	"Erigeron karvinskianus DC."	"Erigeron karvinskianus"		"Erigeron mucronatus"				
"Erigeron karvinskianus DC."	"0920000736"	"2cd4p9h.zr"	"2cd4p9h.zr"	"Erigeron karvinskianus DC."	"Erigeron karvinskianus"		"Erigeron karvinskianus"				
"Eruca vesicaria (L.) Cav. subsp. vesicaria"	"0920000755.2"	"2cd4p9h.10b"	"2cd4p9h.10b"	"Eruca vesicaria (L.) Cav. subsp. vesicaria"	"Eruca vesicaria subsp. vesicaria"		"Eruca vesicaria subsp. vesicaria"				
