"key"	"dataValue"	"taxonId"	"origTaxonId"	"preferredQualifiedTaxonName"	"preferredTaxon"	"preferredTaxonQualifier"	"origTaxon"	"origQualifier"	"notes"	"referenceSummary"	"reference entity id"
"Sorbus hybrida L."	"0920007595"	"2cd4p9h.qv1"	"2cd4p9h.qv1"	"Sorbus hybrida L."	"Sorbus hybrida"		"Sorbus hybrida"				
"Spiraea cantoniensis x trilobata = S. x vanhouttei (Briot) Carrière"	"0920007602"	"2cd4p9h.qv4"	"2cd4p9h.qv4"	"Spiraea cantoniensis x trilobata = S. x vanhouttei (Briot) Carrière"	"Spiraea cantoniensis x trilobata = S. x vanhouttei"		"Spiraea cantoniensis x trilobata = S. x vanhouttei"				
"Symphytum tauricum Willd."	"0920007608"	"2cd4p9h.qv7"	"2cd4p9h.qv7"	"Symphytum tauricum Willd."	"Symphytum tauricum"		"Symphytum tauricum"				
"Taraxacum diastematicum Markl."	"0920007616"	"2cd4p9h.qva"	"2cd4p9h.qva"	"Taraxacum diastematicum Markl."	"Taraxacum diastematicum"		"Taraxacum diastematicum"				
"Agrostis stolonifera x Polypogon viridis = X Agropogon robinsonii (Druce) Melderis & D.C.McClint."	"0920007673"	"2cd4p9h.qvd"	"2cd4p9h.qvd"	"Agrostis stolonifera x Polypogon viridis = X Agropogon robinsonii (Druce) Melderis & D.C.McClint."	"Agrostis stolonifera x Polypogon viridis = X Agropogon robinsonii"		"Agrostis stolonifera x Polypogon viridis = X Agropogon robinsonii"				
"Festuca arenaria x Vulpia fasciculata = X Festulpia melderisii Stace & R.Cotton"	"0920007675"	"2cd4p9h.qvg"	"2cd4p9h.qvg"	"Festuca arenaria x Vulpia fasciculata = X Festulpia melderisii Stace & R.Cotton"	"Festuca arenaria x Vulpia fasciculata = X Festulpia melderisii"		"Festuca arenaria x Vulpia fasciculata = X Festulpia melderisii"				
"Festuca arenaria x Vulpia fasciculata = X Festulpia melderisii Stace & R.Cotton"	"Vas_22454"	"2cd4p9h.qvg"	"2cd4p9h.qvg"	"Festuca arenaria x Vulpia fasciculata = X Festulpia melderisii Stace & R.Cotton"	"Festuca arenaria x Vulpia fasciculata = X Festulpia melderisii"		"Festuca arenaria x Vulpia fasciculata = X Festulpia melderisii"				
"Sinarundinaria nitida (Mitford ex Stapf) Nakai"	"0920008226"	"2cd4p9h.qvw"	"2cd4p9h.5bbsbt"	"Fargesia spathacea Franch."	"Fargesia spathacea"		"Sinarundinaria nitida"				
"Arundinaria spathacea (Franch.) D.C.McClint."	"0920007680"	"2cd4p9h.qvw"	"2cd4p9h.7mxzzs"	"Fargesia spathacea Franch."	"Fargesia spathacea"		"Arundinaria spathacea"				
"Fargesia nitida (Mitford ex Stapf) Keng f."	"Vas_23584"	"2cd4p9h.qvw"	"2cd4p9h.3hkxfq"	"Fargesia spathacea Franch."	"Fargesia spathacea"		"Fargesia nitida"				
"Fargesia spathacea Franch."	"0920007680"	"2cd4p9h.qvw"	"2cd4p9h.qvw"	"Fargesia spathacea Franch."	"Fargesia spathacea"		"Fargesia spathacea"				
"Semiarundinaria nitida J.Y.Shi"	"0920004312"	"2cd4p9h.qvw"	"2cd4p9h.a6b"	"Fargesia spathacea Franch."	"Fargesia spathacea"		"Semiarundinaria nitida"				
"Avena sterilis L."	"0920007682"	"2cd4p9h.qvm"	"2cd4p9h.qvm"	"Avena sterilis L."	"Avena sterilis"		"Avena sterilis"				
"Rubus sect. Corylifolii Lindl."	"0920007686"	"2cd4p9h.qvp"	"2cd4p9h.qvp"	"Rubus sect. Corylifolii Lindl."	"Rubus sect. Corylifolii"		"Rubus sect. Corylifolii"				
"Panicum novemnerve Stapf"	"0920007762"	"2cd4p9h.qvs"	"2cd4p9h.qvs"	"Panicum novemnerve Stapf"	"Panicum novemnerve"		"Panicum novemnerve"				
"Phacelia parviflora Pursh"	"0920007819"	"2cd4p9h.qw0"	"2cd4p9h.qw0"	"Phacelia parviflora Pursh"	"Phacelia parviflora"		"Phacelia parviflora"				
"Amaranthus hybridus x retroflexus = A. x ozanonii (Thell.) C.Schust. & M.Goldschm."	"0920007838"	"2cd4p9h.qw3"	"2cd4p9h.qw3"	"Amaranthus hybridus x retroflexus = A. x ozanonii (Thell.) C.Schust. & M.Goldschm."	"Amaranthus hybridus x retroflexus = A. x ozanonii"		"Amaranthus hybridus x retroflexus = A. x ozanonii"				
"Amaranthus x adulterinus Thell."	"0920007838"	"2cd4p9h.qw3"	"2cd4p9h.7mxzm6"	"Amaranthus hybridus x retroflexus = A. x ozanonii (Thell.) C.Schust. & M.Goldschm."	"Amaranthus hybridus x retroflexus = A. x ozanonii"		"Amaranthus x adulterinus"				
"Phytolacca icosandra L."	"0920007867"	"2cd4p9h.qw6"	"2cd4p9h.qw6"	"Phytolacca icosandra L."	"Phytolacca icosandra"		"Phytolacca icosandra"				
"Mahonia aquifolium x pinnata = M. x wagneri (Jouin) Rehder"	"Vas_22784"	"2cd4p9h.qw9"	"2cd4p9h.qw9"	"Mahonia aquifolium x pinnata = M. x wagneri (Jouin) Rehder"	"Mahonia aquifolium x pinnata = M. x wagneri"		"Mahonia aquifolium x pinnata = M. x wagneri"				
"Mahonia aquifolium x pinnata = M. x wagneri (Jouin) Rehder"	"0920007868"	"2cd4p9h.qw9"	"2cd4p9h.qw9"	"Mahonia aquifolium x pinnata = M. x wagneri (Jouin) Rehder"	"Mahonia aquifolium x pinnata = M. x wagneri"		"Mahonia aquifolium x pinnata = M. x wagneri"				
"Petunia axillaris x integrifolia = P. x hybrida (Hook.) Vilm."	"0920007872"	"2cd4p9h.qwf"	"2cd4p9h.qwf"	"Petunia axillaris x integrifolia = P. x hybrida (Hook.) Vilm."	"Petunia axillaris x integrifolia = P. x hybrida"		"Petunia axillaris x integrifolia = P. x hybrida"				
"Quercus ilex x robur = Q. x turneri Willd."	"0920007886"	"2cd4p9h.qwv"	"2cd4p9h.qwv"	"Quercus ilex x robur = Q. x turneri Willd."	"Quercus ilex x robur = Q. x turneri"		"Quercus ilex x robur = Q. x turneri"				
"Quercus ilex x robur = Q. x turneri Willd."	"Vas_23051"	"2cd4p9h.qwv"	"2cd4p9h.qwv"	"Quercus ilex x robur = Q. x turneri Willd."	"Quercus ilex x robur = Q. x turneri"		"Quercus ilex x robur = Q. x turneri"				
"Plagiobothrys elachanthus (F.Muell.) I.M.Johnst."	"0920007898"	"2cd4p9h.qwx"	"2cd4p9h.qwx"	"Plagiobothrys elachanthus (F.Muell.) I.M.Johnst."	"Plagiobothrys elachanthus"		"Plagiobothrys elachanthus"				
"Acaena caesiiglauca (Bitter) Bergmans"	"0920007928"	"2cd4p9h.qwy"	"2cd4p9h.qwy"	"Acaena caesiiglauca (Bitter) Bergmans"	"Acaena caesiiglauca"		"Acaena caesiiglauca"				
"Aconitum compactum (Rchb.) Gáyer"	"0920007933"	"2cd4p9h.qwr"	"2cd4p9h.qwr"	"Aconitum compactum (Rchb.) Gáyer"	"Aconitum compactum"		"Aconitum compactum"				
"Amaranthus palmeri S.Watson"	"0920007940"	"2cd4p9h.qwz"	"2cd4p9h.qwz"	"Amaranthus palmeri S.Watson"	"Amaranthus palmeri"		"Amaranthus palmeri"				
"Anredera cordifolia (Ten.) Steenis"	"Vas_21967"	"2cd4p9h.qk5"	"2cd4p9h.qk5"	"Anredera cordifolia (Ten.) Steenis"	"Anredera cordifolia"		"Anredera cordifolia"				
"Anredera cordifolia (Ten.) Steenis"	"0920007945"	"2cd4p9h.qk5"	"2cd4p9h.qk5"	"Anredera cordifolia (Ten.) Steenis"	"Anredera cordifolia"		"Anredera cordifolia"				
"Arachis hypogaea L."	"0920007949"	"2cd4p9h.qkb"	"2cd4p9h.qkb"	"Arachis hypogaea L."	"Arachis hypogaea"		"Arachis hypogaea"				
"Artemisia annua L."	"0920007952"	"2cd4p9h.qke"	"2cd4p9h.qke"	"Artemisia annua L."	"Artemisia annua"		"Artemisia annua"				
"Asperula orientalis Boiss. & Hohen."	"0920007956"	"2cd4p9h.qkh"	"2cd4p9h.qkh"	"Asperula orientalis Boiss. & Hohen."	"Asperula orientalis"		"Asperula orientalis"				
"Astragalus boeticus L."	"0920007962"	"2cd4p9h.qkn"	"2cd4p9h.qkn"	"Astragalus boeticus L."	"Astragalus boeticus"		"Astragalus boeticus"				
"Axyris amaranthoides L."	"0920007967"	"2cd4p9h.qkt"	"2cd4p9h.qkt"	"Axyris amaranthoides L."	"Axyris amaranthoides"		"Axyris amaranthoides"				
"Bergenia cordifolia (Haw.) Sternb."	"0920007968"	"2cd4p9h.qx1"	"2cd4p9h.qx1"	"Bergenia cordifolia (Haw.) Sternb."	"Bergenia cordifolia"		"Bergenia cordifolia"				
"Bidens pilosa L."	"0920007972"	"2cd4p9h.qx7"	"2cd4p9h.qx7"	"Bidens pilosa L."	"Bidens pilosa"		"Bidens pilosa"				
"Callistephus chinensis (L.) Nees"	"0920007978"	"2cd4p9h.qxd"	"2cd4p9h.qxd"	"Callistephus chinensis (L.) Nees"	"Callistephus chinensis"		"Callistephus chinensis"				
"Carduus macrocephalus Desf."	"0920007987"	"2cd4p9h.qxg"	"2cd4p9h.qxg"	"Carduus macrocephalus Desf."	"Carduus macrocephalus"		"Carduus macrocephalus"				
"Chenopodium bushianum Aellen"	"0920007992"	"2cd4p9h.qxw"	"2cd4p9h.qxw"	"Chenopodium bushianum Aellen"	"Chenopodium bushianum"		"Chenopodium bushianum"				
"Chenopodium quinoa Willd."	"0920007999"	"2cd4p9h.qxp"	"2cd4p9h.qxp"	"Chenopodium quinoa Willd."	"Chenopodium quinoa"		"Chenopodium quinoa"				
"Choisya ternata Kunth"	"0920008001"	"2cd4p9h.qm0"	"2cd4p9h.qm0"	"Choisya ternata Kunth"	"Choisya ternata"		"Choisya ternata"				
"Coreopsis tinctoria Nutt."	"0920008016"	"2cd4p9h.qm3"	"2cd4p9h.qm3"	"Coreopsis tinctoria Nutt."	"Coreopsis tinctoria"		"Coreopsis tinctoria"				
"Dicentra eximia (Ker Gawl.) Torr."	"0920008040"	"2cd4p9h.qm9"	"2cd4p9h.qm9"	"Dicentra eximia (Ker Gawl.) Torr."	"Dicentra eximia"		"Dicentra eximia"				
"Eucalyptus viminalis Labill."	"0920008068"	"2cd4p9h.qmc"	"2cd4p9h.qmc"	"Eucalyptus viminalis Labill."	"Eucalyptus viminalis"		"Eucalyptus viminalis"				
"Forsythia suspensa (Thunb.) Vahl"	"0920008073"	"2cd4p9h.qmf"	"2cd4p9h.qmf"	"Forsythia suspensa (Thunb.) Vahl"	"Forsythia suspensa"		"Forsythia suspensa"				
"Geum chiloense Balbis"	"0920008075"	"2cd4p9h.qmv"	"2cd4p9h.qmv"	"Geum chiloense Balbis"	"Geum chiloense"		"Geum chiloense"				
"Impatiens balfourii Hook.f."	"0920008094"	"2cd4p9h.qmx"	"2cd4p9h.qmx"	"Impatiens balfourii Hook.f."	"Impatiens balfourii"		"Impatiens balfourii"				
"Jasminum nudiflorum Lindl."	"0920008101"	"2cd4p9h.qmy"	"2cd4p9h.qmy"	"Jasminum nudiflorum Lindl."	"Jasminum nudiflorum"		"Jasminum nudiflorum"				
"Lamarckia aurea Moench"	"0920008104"	"2cd4p9h.qmz"	"2cd4p9h.qmz"	"Lamarckia aurea Moench"	"Lamarckia aurea"		"Lamarckia aurea"				
"Lathyrus sativus L."	"0920008110"	"2cd4p9h.qn2"	"2cd4p9h.qn2"	"Lathyrus sativus L."	"Lathyrus sativus"		"Lathyrus sativus"				
"Lobelia siphilitica L."	"0920008117"	"2cd4p9h.qn8"	"2cd4p9h.qn8"	"Lobelia siphilitica L."	"Lobelia siphilitica"		"Lobelia siphilitica"				
"Matricaria decipiens (Fisch. & C.A.Mey.) K.Koch"	"0920008128"	"2cd4p9h.qnb"	"2cd4p9h.qnb"	"Matricaria decipiens (Fisch. & C.A.Mey.) K.Koch"	"Matricaria decipiens"		"Matricaria decipiens"				
"Ononis mitissima L."	"0920008157"	"2cd4p9h.qne"	"2cd4p9h.qne"	"Ononis mitissima L."	"Ononis mitissima"		"Ononis mitissima"				
"Origanum majorana L."	"0920008158"	"2cd4p9h.qnh"	"2cd4p9h.qnh"	"Origanum majorana L."	"Origanum majorana"		"Origanum majorana"				
"Polygonum capitatum Buch.-Ham. ex D.Don"	"0920008162"	"2cd4p9h.qnk"	"2cd4p9h.7mm461"	"Persicaria capitata (Buch.-Ham. ex D.Don) H.Gross"	"Persicaria capitata"		"Polygonum capitatum"				
"Persicaria capitata (Buch.-Ham. ex D.Don) H.Gross"	"0920008162"	"2cd4p9h.qnk"	"2cd4p9h.qnk"	"Persicaria capitata (Buch.-Ham. ex D.Don) H.Gross"	"Persicaria capitata"		"Persicaria capitata"				
"Physalis peruviana L."	"0920008170"	"2cd4p9h.qnn"	"2cd4p9h.qnn"	"Physalis peruviana L."	"Physalis peruviana"		"Physalis peruviana"				
"Picea engelmannii Engelm."	"0920008172"	"2cd4p9h.qnq"	"2cd4p9h.qnq"	"Picea engelmannii Engelm."	"Picea engelmannii"		"Picea engelmannii"				
"Quercus coccinea Münchh."	"0920008187"	"2cd4p9h.qnt"	"2cd4p9h.qnt"	"Quercus coccinea Münchh."	"Quercus coccinea"		"Quercus coccinea"				
"Ruta graveolens L."	"0920008200"	"2cd4p9h.qy4"	"2cd4p9h.qy4"	"Ruta graveolens L."	"Ruta graveolens"		"Ruta graveolens"				
"Sicyos angulatus L."	"0920008218"	"2cd4p9h.qya"	"2cd4p9h.qya"	"Sicyos angulatus L."	"Sicyos angulatus"		"Sicyos angulatus"				
"Silene cretica L."	"0920008223"	"2cd4p9h.qyd"	"2cd4p9h.qyd"	"Silene cretica L."	"Silene cretica"		"Silene cretica"				
"Balsamita major Desf."	"0920008245"	"2cd4p9h.qyg"	"2cd4p9h.7mm098"	"Tanacetum balsamita L."	"Tanacetum balsamita"		"Balsamita major"				
"Chrysanthemum balsamita (L.) Baill., non L."	"0920008245"	"2cd4p9h.qyg"	"2cd4p9h.7mm11x"	"Tanacetum balsamita L."	"Tanacetum balsamita"		"Chrysanthemum balsamita"				
"Tanacetum balsamita L."	"0920008245"	"2cd4p9h.qyg"	"2cd4p9h.qyg"	"Tanacetum balsamita L."	"Tanacetum balsamita"		"Tanacetum balsamita"				
"Taxodium distichum (L.) Rich."	"0920008246"	"2cd4p9h.qym"	"2cd4p9h.qym"	"Taxodium distichum (L.) Rich."	"Taxodium distichum"		"Taxodium distichum"				
"Trifolium tomentosum L."	"0920008262"	"2cd4p9h.qyp"	"2cd4p9h.qyp"	"Trifolium tomentosum L."	"Trifolium tomentosum"		"Trifolium tomentosum"				
"Urtica incisa Poir."	"0920008267"	"2cd4p9h.qys"	"2cd4p9h.qys"	"Urtica incisa Poir."	"Urtica incisa"		"Urtica incisa"				
"Verbena bonariensis L."	"0920008268"	"2cd4p9h.qp0"	"2cd4p9h.qp0"	"Verbena bonariensis L."	"Verbena bonariensis"		"Verbena bonariensis"				
"Verbena venosa Gillies & Hook."	"0920008269"	"2cd4p9h.qp3"	"2cd4p9h.7mm696"	"Verbena rigida Spreng."	"Verbena rigida"		"Verbena venosa"				
"Verbena rigida Spreng."	"0920008269"	"2cd4p9h.qp3"	"2cd4p9h.qp3"	"Verbena rigida Spreng."	"Verbena rigida"		"Verbena rigida"				
"Vicia benghalensis L."	"0920008273"	"2cd4p9h.qp6"	"2cd4p9h.qp6"	"Vicia benghalensis L."	"Vicia benghalensis"		"Vicia benghalensis"				
"Astilbe Buch.-Ham. ex D.Don"	"0920008295"	"2cd4p9h.qp9"	"2cd4p9h.qp9"	"Astilbe Buch.-Ham. ex D.Don"	"Astilbe"		"Astilbe"				
"Cordyline Comm. ex Juss."	"0920008505"	"2cd4p9h.qpf"	"2cd4p9h.qpf"	"Cordyline Comm. ex Juss."	"Cordyline"		"Cordyline"				
"Nepeta racemosa Lam."	"0920008515"	"2cd4p9h.qpv"	"2cd4p9h.qpv"	"Nepeta racemosa Lam."	"Nepeta racemosa"		"Nepeta racemosa"				
"Pyrus salicifolia Pall."	"0920008613"	"2cd4p9h.qpy"	"2cd4p9h.qpy"	"Pyrus salicifolia Pall."	"Pyrus salicifolia"		"Pyrus salicifolia"				
"Solanum capsicoides All."	"0920008806"	"2cd4p9h.qpr"	"2cd4p9h.qpr"	"Solanum capsicoides All."	"Solanum capsicoides"		"Solanum capsicoides"				
"Solidago odora Aiton"	"0920008821"	"2cd4p9h.qpz"	"2cd4p9h.qpz"	"Solidago odora Aiton"	"Solidago odora"		"Solidago odora"				
"Sorbus sargentiana Koehne"	"0920008830"	"2cd4p9h.qq2"	"2cd4p9h.qq2"	"Sorbus sargentiana Koehne"	"Sorbus sargentiana"		"Sorbus sargentiana"				
"Trigonella crassipes Boiss."	"0920008966"	"2cd4p9h.qq5"	"2cd4p9h.qq5"	"Trigonella crassipes Boiss."	"Trigonella crassipes"		"Trigonella crassipes"				
"Verbascum olympicum Boiss."	"0920009017"	"2cd4p9h.qq8"	"2cd4p9h.qq8"	"Verbascum olympicum Boiss."	"Verbascum olympicum"		"Verbascum olympicum"				
"Vulpia geniculata (L.) Link"	"0920009070"	"2cd4p9h.qqb"	"2cd4p9h.qqb"	"Vulpia geniculata (L.) Link"	"Vulpia geniculata"		"Vulpia geniculata"				
"Tilia americana L."	"0920009545"	"2cd4p9h.qqe"	"2cd4p9h.qqe"	"Tilia americana L."	"Tilia americana"		"Tilia americana"				
"Cosmos atrosanguineus (Hook.) Voss"	"0920009553"	"2cd4p9h.qqh"	"2cd4p9h.qqh"	"Cosmos atrosanguineus (Hook.) Voss"	"Cosmos atrosanguineus"		"Cosmos atrosanguineus"				
"Knautia macedonica Griseb."	"0920009559"	"2cd4p9h.qqk"	"2cd4p9h.qqk"	"Knautia macedonica Griseb."	"Knautia macedonica"		"Knautia macedonica"				
"Rumex cristatus x patientia = R. x xenogenus Rech.f."	"0920009702"	"2cd4p9h.qqn"	"2cd4p9h.qqn"	"Rumex cristatus x patientia = R. x xenogenus Rech.f."	"Rumex cristatus x patientia = R. x xenogenus"		"Rumex cristatus x patientia = R. x xenogenus"				
"Rumex cristatus x patientia = R. x xenogenus Rech.f."	"Vas_23151"	"2cd4p9h.qqn"	"2cd4p9h.qqn"	"Rumex cristatus x patientia = R. x xenogenus Rech.f."	"Rumex cristatus x patientia = R. x xenogenus"		"Rumex cristatus x patientia = R. x xenogenus"				
"Taraxacum akteum Hagend., Soest & Zevenb."	"0920009713"	"2cd4p9h.qqq"	"2cd4p9h.qqq"	"Taraxacum akteum Hagend., Soest & Zevenb."	"Taraxacum akteum"		"Taraxacum akteum"				
"Brachypodium rupestre (Host) Roem. & Schult."	"0920009735"	"2cd4p9h.qqt"	"2cd4p9h.qqt"	"Brachypodium rupestre (Host) Roem. & Schult."	"Brachypodium rupestre"		"Brachypodium rupestre"				
"Rubus percrispus A.Newton & R.D.Randall"	"0920009751"	"2cd4p9h.qr1"	"2cd4p9h.qr1"	"Rubus percrispus A.Newton & R.D.Randall"	"Rubus percrispus"		"Rubus percrispus"				
"Epilobium brunnescens x parviflorum = E. x argillaceum Kitchener"	"0920009778"	"2cd4p9h.qr4"	"2cd4p9h.qr4"	"Epilobium brunnescens x parviflorum = E. x argillaceum Kitchener"	"Epilobium brunnescens x parviflorum = E. x argillaceum"		"Epilobium brunnescens x parviflorum = E. x argillaceum"				
"Epilobium brunnescens x parviflorum = E. x argillaceum Kitchener"	"Vas_22389"	"2cd4p9h.qr4"	"2cd4p9h.qr4"	"Epilobium brunnescens x parviflorum = E. x argillaceum Kitchener"	"Epilobium brunnescens x parviflorum = E. x argillaceum"		"Epilobium brunnescens x parviflorum = E. x argillaceum"				
"Primula juliae Kusn."	"0920009779"	"2cd4p9h.qr7"	"2cd4p9h.qr7"	"Primula juliae Kusn."	"Primula juliae"		"Primula juliae"				
"Orchis purpurea x simia = O. x angusticruris Franch."	"0920009884"	"2cd4p9h.qra"	"2cd4p9h.qra"	"Orchis purpurea x simia = O. x angusticruris Franch."	"Orchis purpurea x simia = O. x angusticruris"		"Orchis purpurea x simia = O. x angusticruris"				
"Rumex cuneifolius x crispus = R. x mirabilis Rech.f."	"0920009891"	"2cd4p9h.qrd"	"2cd4p9h.qrd"	"Rumex cuneifolius x crispus = R. x mirabilis Rech.f."	"Rumex cuneifolius x crispus = R. x mirabilis"		"Rumex cuneifolius x crispus = R. x mirabilis"				
"Rumex cuneifolius x crispus = R. x mirabilis Rech.f."	"0920009890"	"2cd4p9h.qrd"	"2cd4p9h.qrd"	"Rumex cuneifolius x crispus = R. x mirabilis Rech.f."	"Rumex cuneifolius x crispus = R. x mirabilis"		"Rumex cuneifolius x crispus = R. x mirabilis"				
"Poa annua x infirma"	"0920009913"	"2cd4p9h.qrg"	"2cd4p9h.qrg"	"Poa annua x infirma"	"Poa annua x infirma"		"Poa annua x infirma"				
"Elaeagnus glabra x pungens = E. x reflexa Morren & Decne."	"0920009918"	"2cd4p9h.qrw"	"2cd4p9h.qrw"	"Elaeagnus glabra x pungens = E. x reflexa Morren & Decne."	"Elaeagnus glabra x pungens = E. x reflexa"		"Elaeagnus glabra x pungens = E. x reflexa"				
"Malva neglecta x sylvestris = M. x decipiens Chatenier ex Rouy"	"0920009932"	"2cd4p9h.qrm"	"2cd4p9h.qrm"	"Malva neglecta x sylvestris = M. x decipiens Chatenier ex Rouy"	"Malva neglecta x sylvestris = M. x decipiens"		"Malva neglecta x sylvestris = M. x decipiens"				
"Amaranthus blitoides S.Watson"	"0920004421"	"2cd4p9h.qrp"	"2cd4p9h.qrp"	"Amaranthus blitoides S.Watson"	"Amaranthus blitoides"		"Amaranthus blitoides"				
"Argemone mexicana L."	"0920004422"	"2cd4p9h.qs0"	"2cd4p9h.qs0"	"Argemone mexicana L."	"Argemone mexicana"		"Argemone mexicana"				
"Allium L."	"0920004521"	"2cd4p9h.qs3"	"2cd4p9h.qs3"	"Allium L."	"Allium"		"Allium"				
"Cochlearia micacea E.S.Marshall"	"0920000534"	"2cd4p9h.qs9"	"2cd4p9h.qs9"	"Cochlearia micacea E.S.Marshall"	"Cochlearia micacea"		"Cochlearia micacea"				
"Hypericum linariifolium Vahl"	"0920001012"	"2cd4p9h.qsc"	"2cd4p9h.qsc"	"Hypericum linariifolium Vahl"	"Hypericum linariifolium"		"Hypericum linariifolium"				
"Ranunculus fluitans x circinatus"	"0920002670"	"2cd4p9h.qsf"	"2cd4p9h.qsf"	"Ranunculus fluitans x circinatus"	"Ranunculus fluitans x circinatus"		"Ranunculus fluitans x circinatus"				
"Ranunculus aquatilis or trichophyllus x fluitans = R. x bachii Wirtg. s.l."	"0920002671"	"2cd4p9h.qsx"	"2cd4p9h.qsx"	"Ranunculus aquatilis or trichophyllus x fluitans = R. x bachii Wirtg. s.l."	"Ranunculus aquatilis or trichophyllus x fluitans = R. x bachii"	"s.l."	"Ranunculus aquatilis or trichophyllus x fluitans = R. x bachii"	"s.l."			
"Ranunculus aquatilis or trichophyllus x fluitans = R. x bachii Wirtg. s.l."	"0920002671"	"2cd4p9h.qsx"	"2cd4p9h.qsx"	"Ranunculus aquatilis or trichophyllus x fluitans = R. x bachii Wirtg. s.l."	"Ranunculus aquatilis or trichophyllus x fluitans = R. x bachii"	"s.l."	"Ranunculus aquatilis or trichophyllus x fluitans = R. x bachii"	"s.l."			
"Ranunculus aquatilis or trichophyllus x fluitans = R. x bachii Wirtg. s.l."	"Vas_23055"	"2cd4p9h.qsx"	"2cd4p9h.qsx"	"Ranunculus aquatilis or trichophyllus x fluitans = R. x bachii Wirtg. s.l."	"Ranunculus aquatilis or trichophyllus x fluitans = R. x bachii"	"s.l."	"Ranunculus aquatilis or trichophyllus x fluitans = R. x bachii"	"s.l."			
"Ranunculus aquatilis or trichophyllus x fluitans = R. x bachii Wirtg. s.l."	"Vas_23065"	"2cd4p9h.qsx"	"2cd4p9h.qsx"	"Ranunculus aquatilis or trichophyllus x fluitans = R. x bachii Wirtg. s.l."	"Ranunculus aquatilis or trichophyllus x fluitans = R. x bachii"	"s.l."	"Ranunculus aquatilis or trichophyllus x fluitans = R. x bachii"	"s.l."			
"Galeopsis ladanum L."	"0920000866"	"2cd4p9h.qsy"	"2cd4p9h.qsy"	"Galeopsis ladanum L."	"Galeopsis ladanum"		"Galeopsis ladanum"				
"Erigeron borealis (Vierh.) Simmons"	"0920000734"	"2cd4p9h.qsr"	"2cd4p9h.qsr"	"Erigeron borealis (Vierh.) Simmons"	"Erigeron borealis"		"Erigeron borealis"				
"Stachys germanica L."	"0920002002"	"2cd4p9h.qsz"	"2cd4p9h.qsz"	"Stachys germanica L."	"Stachys germanica"		"Stachys germanica"				
"Senecio integrifolius subsp. maritimus (Syme) Chater"	"0920001901"	"2cd4p9h.qt2"	"2cd4p9h.7mm7fh"	"Tephroseris integrifolia subsp. maritima (Syme) B.Nord."	"Tephroseris integrifolia subsp. maritima"		"Senecio integrifolius subsp. maritimus"				
"Senecio integrifolius var. maritimus (Syme) A.R.Clapham, nom. inval."	"0920001901"	"2cd4p9h.qt2"	"2cd4p9h.7mm8xa"	"Tephroseris integrifolia subsp. maritima (Syme) B.Nord."	"Tephroseris integrifolia subsp. maritima"		"Senecio integrifolius var. maritimus"				
"Tephroseris integrifolia subsp. maritima (Syme) B.Nord."	"0920001901"	"2cd4p9h.qt2"	"2cd4p9h.qt2"	"Tephroseris integrifolia subsp. maritima (Syme) B.Nord."	"Tephroseris integrifolia subsp. maritima"		"Tephroseris integrifolia subsp. maritima"				
"Veronica alpina L."	"0920002162"	"2cd4p9h.qt5"	"2cd4p9h.qt5"	"Veronica alpina L."	"Veronica alpina"		"Veronica alpina"				
"Cardaria draba subsp. chalepensis (L.) O.E.Schulz"	"0920000333.2"	"2cd4p9h.qt8"	"2cd4p9h.7mm6m1"	"Lepidium draba subsp. chalepense (L.) Thell."	"Lepidium draba subsp. chalepense"		"Cardaria draba subsp. chalepensis"				
"Lepidium draba subsp. chalepense (L.) Thell."	"0920000333.2"	"2cd4p9h.qt8"	"2cd4p9h.qt8"	"Lepidium draba subsp. chalepense (L.) Thell."	"Lepidium draba subsp. chalepense"		"Lepidium draba subsp. chalepense"				
"Prunella laciniata (L.) L."	"0920001609"	"2cd4p9h.qth"	"2cd4p9h.qth"	"Prunella laciniata (L.) L."	"Prunella laciniata"		"Prunella laciniata"				
"Petasites hybridus female"	"0920001447.2"	"2cd4p9h.qtk"	"2cd4p9h.qtk"	"Petasites hybridus female"	"Petasites hybridus"	"female"	"Petasites hybridus"	"female"			
"Rudbeckia laciniata L."	"0920001733"	"2cd4p9h.qtn"	"2cd4p9h.qtn"	"Rudbeckia laciniata L."	"Rudbeckia laciniata"		"Rudbeckia laciniata"				
"Raphanus raphanistrum subsp. raphanistrum var. aureus"	"0920001667.1"	"2cd4p9h.qtq"	"2cd4p9h.qtq"	"Raphanus raphanistrum subsp. raphanistrum var. aureus"	"Raphanus raphanistrum subsp. raphanistrum var. aureus"		"Raphanus raphanistrum subsp. raphanistrum var. aureus"				
"Raphanus raphanistrum var. aureus"	"Vas_23069"	"2cd4p9h.qtq"	"2cd4p9h.7zyq8q"	"Raphanus raphanistrum subsp. raphanistrum var. aureus"	"Raphanus raphanistrum subsp. raphanistrum var. aureus"		"Raphanus raphanistrum var. aureus"				
"Pinus cembra L."	"0920003663"	"2cd4p9h.qtt"	"2cd4p9h.qtt"	"Pinus cembra L."	"Pinus cembra"		"Pinus cembra"				
"Carex acutiformis x riparia = C. x sooi Jákucs"	"0920003327"	"2cd4p9h.qz1"	"2cd4p9h.qz1"	"Carex acutiformis x riparia = C. x sooi Jákucs"	"Carex acutiformis x riparia = C. x sooi"		"Carex acutiformis x riparia = C. x sooi"				
