"key"	"dataValue"	"taxonId"	"origTaxonId"	"preferredQualifiedTaxonName"	"preferredTaxon"	"preferredTaxonQualifier"	"origTaxon"	"origQualifier"	"notes"	"referenceSummary"	"reference entity id"
"Omalotheca sylvatica (L.) Sch.Bip. & F.W.Schultz"	"scarce"	"2cd4p9h.7mm3w7"	"2cd4p9h.7mm3w7"	"Omalotheca sylvatica (L.) Sch.Bip. & F.W.Schultz"	"Omalotheca sylvatica"		"Omalotheca sylvatica"				
"Roemeria argemone (L.) C.Morales, R.Mend. & Romero García"	"rare"	"2cd4p9h.7mm4m9"	"2cd4p9h.7mm4m9"	"Roemeria argemone (L.) C.Morales, R.Mend. & Romero García"	"Roemeria argemone"		"Roemeria argemone"				
"Rosa vosagiaca (N.H.F.Desp.) Déségl."	"rare"	"2cd4p9h.7mm4pq"	"2cd4p9h.7mm4pq"	"Rosa vosagiaca (N.H.F.Desp.) Déségl."	"Rosa vosagiaca"		"Rosa vosagiaca"				
"Ruppia spiralis L. ex Dumort."	"scarce"	"2cd4p9h.7mm53b"	"2cd4p9h.7mm53b"	"Ruppia spiralis L. ex Dumort."	"Ruppia spiralis"		"Ruppia spiralis"				
"Salicornia disarticulata Moss"	"rare"	"2cd4p9h.7mm54v"	"2cd4p9h.7mm54v"	"Salicornia disarticulata Moss"	"Salicornia disarticulata"		"Salicornia disarticulata"				
"Viola stagnina Kit."	"scarce"	"2cd4p9h.7mm6bk"	"2cd4p9h.7mm6bk"	"Viola stagnina Kit."	"Viola stagnina"		"Viola stagnina"				
"Euphrasia officinalis subsp. monticola Silverside"	"rare"	"2cd4p9h.7mm6zd"	"2cd4p9h.7mm6zd"	"Euphrasia officinalis subsp. monticola Silverside"	"Euphrasia officinalis subsp. monticola"		"Euphrasia officinalis subsp. monticola"				
"Hypopitys monotropa Crantz"	"scarce"	"2cd4p9h.82szng"	"2cd4p9h.82szng"	"Hypopitys monotropa Crantz"	"Hypopitys monotropa"		"Hypopitys monotropa"				
"Euphrasia officinalis subsp. pratensis Schübl. & G.Martens"	"rare"	"2cd4p9h.83ng2k"	"2cd4p9h.83ng2k"	"Euphrasia officinalis subsp. pratensis Schübl. & G.Martens"	"Euphrasia officinalis subsp. pratensis"		"Euphrasia officinalis subsp. pratensis"				
"Arabidopsis petraea (L.) V.I.Dorof."	"rare"	"2cd4p9h.83ng3h"	"2cd4p9h.83ng3h"	"Arabidopsis petraea (L.) V.I.Dorof."	"Arabidopsis petraea"		"Arabidopsis petraea"				
"Achillea maritima (L.) Ehrend. & Y.P.Guo"	"rare"	"2cd4p9h.83ng4q"	"2cd4p9h.83ng4q"	"Achillea maritima (L.) Ehrend. & Y.P.Guo"	"Achillea maritima"		"Achillea maritima"				
"Dasiphora fruticosa (L.) Rydb."	"rare"	"2cd4p9h.aqkmhn"	"2cd4p9h.aqkmhn"	"Dasiphora fruticosa (L.) Rydb."	"Dasiphora fruticosa"		"Dasiphora fruticosa"				
"Micranthes nivalis (L.) Small"	"rare"	"2cd4p9h.aqknem"	"2cd4p9h.aqknem"	"Micranthes nivalis (L.) Small"	"Micranthes nivalis"		"Micranthes nivalis"				
"Stenogrammitis myosuroides (Sw.) Labiak"	"rare"	"2cd4p9h.hre7ct"	"2cd4p9h.hre7ct"	"Stenogrammitis myosuroides (Sw.) Labiak"	"Stenogrammitis myosuroides"		"Stenogrammitis myosuroides"				
"Sabulina verna (L.) Rchb."	"scarce"	"2cd4p9h.vefwr1"	"2cd4p9h.vefwr1"	"Sabulina verna (L.) Rchb."	"Sabulina verna"		"Sabulina verna"				
"Blitum bonus-henricus (L.)Rchb."	"rare"	"2cd4p9h.vewmg0"	"2cd4p9h.vewmg0"	"Blitum bonus-henricus (L.)Rchb."	"Blitum bonus-henricus"		"Blitum bonus-henricus"				
"Chenopodiastrum hybridum (L.) S.Fuentes, Uotila & Borsch"	"rare"	"2cd4p9h.vewmga"	"2cd4p9h.vewmga"	"Chenopodiastrum hybridum (L.) S.Fuentes, Uotila & Borsch"	"Chenopodiastrum hybridum"		"Chenopodiastrum hybridum"				
"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch"	"rare"	"2cd4p9h.vewmgv"	"2cd4p9h.vewmgv"	"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch"	"Lipandra polysperma"		"Lipandra polysperma"				
"Trocdaris verticillata (L.) Raf."	"scarce"	"2cd4p9h.veyk5d"	"2cd4p9h.veyk5d"	"Trocdaris verticillata (L.) Raf."	"Trocdaris verticillata"		"Trocdaris verticillata"				
"Aristavena setacea (Huds.) F.Albers & Butzin"	"rare"	"2cd4p9h.veyn0m"	"2cd4p9h.veyn0m"	"Aristavena setacea (Huds.) F.Albers & Butzin"	"Aristavena setacea"		"Aristavena setacea"				
