"key"	"dataValue"	"taxonId"	"origTaxonId"	"prefTaxonName"	"origTaxon"	"origQualifier"
"Oxalis articulata Savigny subsp. articulata"		"2cd4p9h.aqknvr"	"2cd4p9h.aqknvr"	"Oxalis articulata Savigny subsp. articulata"	"Oxalis articulata subsp. articulata"	
"Oxalis articulata subsp. rubra (A.St.Hil.) Lourteig"		"2cd4p9h.aqknvz"	"2cd4p9h.aqknvz"	"Oxalis articulata subsp. rubra (A.St.Hil.) Lourteig"	"Oxalis articulata subsp. rubra"	
"Philadelphus microphyllus hybrids"		"2cd4p9h.aqknka"	"2cd4p9h.aqknka"	"Philadelphus microphyllus hybrids"	"Philadelphus microphyllus"	"hybrids"
"Philadelphus group 'Lemoinei Group'"		"2cd4p9h.aqknkg"	"2cd4p9h.aqknkg"	"Philadelphus group 'Lemoinei Group'"	"Philadelphus group 'Lemoinei Group'"	
"Ranunculus marginatus d'Urv. var. marginatus"		"2cd4p9h.aqknyz"	"2cd4p9h.aqknyz"	"Ranunculus marginatus d'Urv. var. marginatus"	"Ranunculus marginatus var. marginatus"	
"Rhododendron ponticum subsp. baeticum (Boiss. & Reut.) Hand.-Mazz."		"2cd4p9h.aqknpq"	"2cd4p9h.aqknpq"	"Rhododendron ponticum subsp. baeticum (Boiss. & Reut.) Hand.-Mazz."	"Rhododendron ponticum subsp. baeticum"	
"Rumex acetosella L. subsp. acetosella var. acetosella"		"2cd4p9h.aqknq4"	"2cd4p9h.aqknq4"	"Rumex acetosella L. subsp. acetosella var. acetosella"	"Rumex acetosella subsp. acetosella var. acetosella"	
"Sagina subulata 'Aurea'"		"2cd4p9h.aqknq7"	"2cd4p9h.aqknq7"	"Sagina subulata 'Aurea'"	"Sagina subulata 'Aurea'"	
"Salix alba var. vitellina 'Britzensis'"		"2cd4p9h.aqknqa"	"2cd4p9h.aqknqa"	"Salix alba var. vitellina 'Britzensis'"	"Salix alba var. vitellina 'Britzensis'"	
"Salix bebbiana Sarg."		"2cd4p9h.aqknqd"	"2cd4p9h.aqknqd"	"Salix bebbiana Sarg."	"Salix bebbiana"	
"Salix purpurea L. subsp. purpurea"		"2cd4p9h.aqknqg"	"2cd4p9h.aqknqg"	"Salix purpurea L. subsp. purpurea"	"Salix purpurea subsp. purpurea"	
"Salix tetrasperma Roxb."		"2cd4p9h.aqknqw"	"2cd4p9h.aqknqw"	"Salix tetrasperma Roxb."	"Salix tetrasperma"	
"Salix udensis 'Sekka'"		"2cd4p9h.aqknqm"	"2cd4p9h.aqknqm"	"Salix udensis 'Sekka'"	"Salix udensis 'Sekka'"	
"Salix wilhelmsiana M.Bieb."		"2cd4p9h.aqknqp"	"2cd4p9h.aqknqp"	"Salix wilhelmsiana M.Bieb."	"Salix wilhelmsiana"	
"Saxifraga granulata flore pleno"		"2cd4p9h.aqknr3"	"2cd4p9h.aqknr3"	"Saxifraga granulata flore pleno"	"Saxifraga granulata"	"flore pleno"
"Sedum villosum var. glabratum Rostrup"		"2cd4p9h.aqknrv"	"2cd4p9h.aqknrv"	"Sedum villosum var. glabratum Rostrup"	"Sedum villosum var. glabratum"	
"Sedum villosum L. var. villosum"		"2cd4p9h.aqknrx"	"2cd4p9h.aqknrx"	"Sedum villosum L. var. villosum"	"Sedum villosum var. villosum"	
"Silene dioica (L.) Clairv. var. dioica"		"2cd4p9h.aqkns5"	"2cd4p9h.aqkns5"	"Silene dioica (L.) Clairv. var. dioica"	"Silene dioica var. dioica"	
"Solanum abutiloides (Griseb.) Bitter & Lillo"		"2cd4p9h.aqkns8"	"2cd4p9h.aqkns8"	"Solanum abutiloides (Griseb.) Bitter & Lillo"	"Solanum abutiloides"	
"Solanum dimidiatum Raf."		"2cd4p9h.aqknsb"	"2cd4p9h.aqknsb"	"Solanum dimidiatum Raf."	"Solanum dimidiatum"	
"Spartina alterniflora Loisel. var. alterniflora"		"2cd4p9h.aqknst"	"2cd4p9h.aqknst"	"Spartina alterniflora Loisel. var. alterniflora"	"Spartina alterniflora var. alterniflora"	
"Spartina alterniflora var. glabra (Muhl. ex Bigelow) Fernald"		"2cd4p9h.aqknt1"	"2cd4p9h.aqknt1"	"Spartina alterniflora var. glabra (Muhl. ex Bigelow) Fernald"	"Spartina alterniflora var. glabra"	
"Thalictrum minus subsp. saxatile DC. ex Ces."		"2cd4p9h.aqknzr"	"2cd4p9h.aqknzr"	"Thalictrum minus subsp. saxatile DC. ex Ces."	"Thalictrum minus subsp. saxatile"	
"Vicia sativa subsp. macrocarpa (Moris) Arcang."		"2cd4p9h.aqky4p"	"2cd4p9h.aqky4p"	"Vicia sativa subsp. macrocarpa (Moris) Arcang."	"Vicia sativa subsp. macrocarpa"	
"Yucca gloriosa L. var. gloriosa"		"2cd4p9h.aqky65"	"2cd4p9h.aqky65"	"Yucca gloriosa L. var. gloriosa"	"Yucca gloriosa var. gloriosa"	
"Dactylorhiza kerryensis x maculata = D. x dinglensis (Wilmott) Soó"		"2cd4p9h.aqmv30"	"2cd4p9h.aqmv30"	"Dactylorhiza kerryensis x maculata = D. x dinglensis (Wilmott) Soó"	"Dactylorhiza kerryensis x maculata = D. x dinglensis"	
"Prunus cerasifera 'Nigra'"		"2cd4p9h.aqmv4w"	"2cd4p9h.aqmv4w"	"Prunus cerasifera 'Nigra'"	"Prunus cerasifera 'Nigra'"	
"Elytrigia atherica x repens = E. x drucei Stace"		"2cd4p9h.azm5d6"	"2cd4p9h.g8y"	"Elymus repens x athericus = E. x drucei (Stace) Stace"	"Elytrigia atherica x repens = E. x drucei"	
"Dactylorhiza maculata x traunsteinerioides = D. x jenensis (Brand) Soó"		"2cd4p9h.azqetz"	"2cd4p9h.mg1"	"Dactylorhiza maculata x traunsteineri = D. x jenensis (Brand) Soó"	"Dactylorhiza maculata x traunsteinerioides = D. x jenensis"	
"Euphrasia officinalis x nemorosa = E. x glanduligera Wettst."		"2cd4p9h.b44z1x"	"2cd4p9h.b44z1x"	"Euphrasia officinalis x nemorosa = E. x glanduligera Wettst."	"Euphrasia officinalis x nemorosa = E. x glanduligera"	
"Galium album x verum = G. x pomeranicum Retz."		"2cd4p9h.b44z43"	"2cd4p9h.b44z43"	"Galium album x verum = G. x pomeranicum Retz."	"Galium album x verum = G. x pomeranicum"	
"Arctium tomentosum x lappa = A. x ambiguum (Čelak.) Nyman"		"2cd4p9h.b44z67"	"2cd4p9h.b44z67"	"Arctium tomentosum x lappa = A. x ambiguum (Čelak.) Nyman"	"Arctium tomentosum x lappa = A. x ambiguum"	
"Asplenium obovatum subsp. lanceolatum x scolopendrium = A. x microdon (T.Moore) Lovis & Vida"		"2cd4p9h.b44z69"	"2cd4p9h.b44z69"	"Asplenium obovatum subsp. lanceolatum x scolopendrium = A. x microdon (T.Moore) Lovis & Vida"	"Asplenium obovatum subsp. lanceolatum x scolopendrium = A. x microdon"	
"Asplenium scolopendrium x trichomanes subsp. quadrivalens = A. x confluens (T.Moore ex E.J.Lowe) Lawalrée"		"2cd4p9h.b44z6b"	"2cd4p9h.b44z6b"	"Asplenium scolopendrium x trichomanes subsp. quadrivalens = A. x confluens (T.Moore ex E.J.Lowe) Lawalrée"	"Asplenium scolopendrium x trichomanes subsp. quadrivalens = A. x confluens"	
"Bergenia crassifolia x cordifolia = B. x media (Haw.) Engl."		"2cd4p9h.b44z6e"	"2cd4p9h.b44z6e"	"Bergenia crassifolia x cordifolia = B. x media (Haw.) Engl."	"Bergenia crassifolia x cordifolia = B. x media"	
"Carex saxatilis x rostrata = C. x grahamii"		"2cd4p9h.b44z6v"	"2cd4p9h.b44z6v"	"Carex saxatilis x rostrata = C. x grahamii"	"Carex saxatilis x rostrata = C. x grahamii"	
"Echinops exaltatus x sphaerocephalus = E. x pellenzianus Hügin & W.Lohmeyer"		"2cd4p9h.b44z6x"	"2cd4p9h.b44z6x"	"Echinops exaltatus x sphaerocephalus = E. x pellenzianus Hügin & W.Lohmeyer"	"Echinops exaltatus x sphaerocephalus = E. x pellenzianus"	
"Eranthis hyemalis x cilicica = E. x tubergenii Bowles"		"2cd4p9h.b44z71"	"2cd4p9h.b44z71"	"Eranthis hyemalis x cilicica = E. x tubergenii Bowles"	"Eranthis hyemalis x cilicica = E. x tubergenii"	
"Geranium phaeum var. lividum x reflexum = G. x monacense nothovar. anglicum Yeo"		"2cd4p9h.b44z73"	"2cd4p9h.b44z73"	"Geranium phaeum var. lividum x reflexum = G. x monacense nothovar. anglicum Yeo"	"Geranium phaeum var. lividum x reflexum = G. x monacense nothovar. anglicum"	
"Populus maximowiczii x trichocarpa"		"2cd4p9h.b44z79"	"2cd4p9h.b44z79"	"Populus maximowiczii x trichocarpa"	"Populus maximowiczii x trichocarpa"	
"Rhododendron ponticum x catawbiense"		"2cd4p9h.b44z7w"	"2cd4p9h.b44z7w"	"Rhododendron ponticum x catawbiense"	"Rhododendron ponticum x catawbiense"	
